474_25C	SL1344_0796
474_25C	SL1344_1980
474_25C	SL1344_3615
474_25C	SL1344_1979
474_25C	SL1344_ncRNA_100
474_25C	SL1344_ncRNA_268
474_25C	SL1344_1981
474_25C	SL1344_2638
474_25C	SL1344_1878
474_25C	SLP1_0098
474_25C	SL1344_1924
474_25C	SL1344_0155
474_25C	SL1344_2812
474_25C	SLP2_0045
474_25C	SL1344_2612
474_Bile	SL1344_2167
474_Bile	SL1344_4370
474_Bile	SL1344_2951
474_Bile	SL1344_3769
474_Bile	SL1344_0584
474_Bile	SL1344_0573
474_Bile	SL1344_0362
474_Bile	SL1344_0163
474_Bile	SL1344_3998
474_Bile	SL1344_3643
474_Bile	SL1344_4354A
474_Bile	SL1344_ncRNA_102
474_Bile	SL1344_3675
474_Bile	SL1344_3751
474_Bile	SL1344_0407
474_Bile	SL1344_2897
474_Bile	SL1344_0193
474_Bile	SL1344_2166
474_Bile	SL1344_4390
474_Bile	SL1344_3168
474_Bile	SL1344_3031
474_Bile	SL1344_2644
474_Bile	SL1344_4463
474_Bile	SL1344_3699
474_Bile	SL1344_4036
474_Bile	SL1344_2251
474_Bile	SL1344_3768
474_Bile	SL1344_2214
474_Bile	SL1344_2769
474_Bile	SL1344_4035
474_Bile	SL1344_2950
474_Bile	SL1344_0164
474_Bile	SL1344_0572
474_Bile	SL1344_2252
474_Bile	SL1344_0192
474_Bile	SL1344_4234
474_Bile	SL1344_3658
474_Bile	SL1344_2176
474_Bile	SL1344_0195
474_Bile	SL1344_0587
474_Bile	SL1344_3826
474_Bile	SL1344_0723
474_Bile	SL1344_4266
474_Bile	SL1344_3801
474_Bile	SL1344_3138
474_Bile	SL1344_0574
474_Bile	SL1344_3790
474_Bile	SL1344_2683
474_Bile	SL1344_0617
474_Bile	SL1344_2959
474_Bile	SL1344_4167
474_Bile	SL1344_2696
474_Bile	SL1344_0162
474_Bile	SL1344_0578
474_Bile	SL1344_3657
474_Bile	SL1344_0450
474_Bile	SL1344_0722
474_Bile	SL1344_0586
474_Bile	SL1344_0575
474_Bile	SL1344_0581
474_Bile	SL1344_2471
474_Bile	SL1344_3557
474_Bile	SL1344_0649
474_Bile	SL1344_0104
474_Bile	SL1344_2537
474_Bile	SL1344_4164
474_Bile	SL1344_2168
