SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_0009	269.80	57.02	17.12	4.32	2.42	78.66	14.79	22.13	15.36	9.34	6.41	7.53	14.40	4.80	2.88	2.64	21.62
SL1344_0864	100.86	59.68	68.50	36.43	2.42	52.78	23.83	63.81	37.97	18.87	32.02	66.73	102.41	88.79	8.85	27.34	83.81
SL1344_0865	80.38	42.68	63.91	23.18	1.82	46.73	22.69	54.72	36.25	16.28	24.98	70.09	90.50	69.79	5.74	19.73	64.99
SL1344_0866	97.21	50.90	78.08	39.83	4.51	41.99	24.47	76.08	40.89	37.27	37.30	76.62	103.82	104.17	13.36	32.19	108.66
SL1344_0867	253.40	101.69	121.23	56.22	18.70	93.06	63.79	112.06	60.19	54.36	46.21	119.32	187.93	150.86	14.48	63.98	100.56
SL1344_0868	24.44	39.44	38.00	42.90	30.67	30.34	57.99	65.59	41.39	45.00	42.74	69.20	40.34	44.30	25.95	29.99	44.68
SL1344_0869	36.59	58.18	49.89	46.96	14.63	43.23	29.97	68.65	45.34	49.51	53.05	54.37	50.47	102.24	47.21	53.94	407.45
SL1344_0870	21.82	26.07	26.24	27.48	3.60	21.32	12.65	37.52	35.15	41.15	52.14	39.06	35.66	66.49	16.62	28.93	194.76
SL1344_0871	31.82	32.61	30.59	13.17	1.41	30.03	12.80	24.50	29.27	14.58	15.68	42.98	15.04	11.80	1.35	9.10	25.10
SL1344_0872	6.64	13.38	11.45	12.01	0.74	5.11	11.34	23.17	19.69	18.25	17.02	20.16	22.80	14.63	2.63	12.03	21.58
SL1344_0873	17.48	29.39	33.54	56.75	39.32	18.09	58.69	52.92	39.02	74.74	62.97	53.25	60.40	66.85	35.78	83.85	52.49
SL1344_0086	11.87	5.37	19.91	25.16	68.39	10.17	27.25	20.38	15.05	13.81	18.64	24.11	21.30	24.19	16.97	45.07	16.45
SL1344_0874	1.79	2.32	6.76	12.98	12.70	2.33	24.07	4.48	3.60	4.34	10.92	18.27	6.34	14.67	4.09	14.08	20.86
SL1344_0875	14.70	11.73	17.09	14.36	7.04	11.68	19.43	11.48	14.23	11.03	9.66	23.44	19.81	27.07	6.09	64.99	30.11
SL1344_0876	8.27	6.55	6.56	3.39	2.97	7.87	3.38	6.33	8.29	5.58	5.53	8.05	8.13	4.27	0.62	11.63	19.47
SL1344_0877	19.98	22.08	25.23	16.73	3.85	16.26	45.64	47.64	34.47	26.39	21.82	34.02	53.29	35.16	5.31	36.41	39.19
SL1344_0878	10.74	12.59	20.48	22.17	3.15	9.09	13.16	19.40	13.65	21.74	16.97	25.57	15.15	11.14	3.67	11.09	21.17
SL1344_0879	574.41	271.60	279.26	111.80	23.32	412.51	296.49	222.08	164.84	60.76	83.85	200.94	430.02	392.77	19.56	124.26	335.66
SL1344_0880	38.44	26.83	35.01	32.24	3.84	29.43	33.32	44.60	27.48	15.40	20.36	49.91	43.68	39.45	20.00	29.02	339.26
SL1344_0882	40.28	95.34	702.75	1555.22	151.64	26.90	279.93	791.30	151.40	802.74	189.02	171.14	359.11	279.68	146.15	144.12	1217.55
SL1344_0883	147.24	130.51	157.08	190.89	56.15	105.86	432.29	286.17	203.54	334.58	204.41	233.79	228.18	255.96	1641.98	377.93	583.25
SL1344_0087	5.44	5.30	9.79	10.17	3.04	4.68	5.11	8.33	6.78	7.06	7.86	12.22	10.37	9.86	2.12	11.58	9.96
SL1344_0884	77.68	80.65	89.40	92.01	13.09	57.77	190.48	121.61	111.59	173.40	121.33	146.64	133.08	153.40	342.43	239.51	578.82
SL1344_ncRNA_58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_0885	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_0886	4.49	2.50	3.23	3.73	5.19	2.63	4.08	3.20	2.79	7.94	5.86	4.41	2.35	3.18	2.51	5.87	23.71
SL1344_0887	25.26	14.67	8.85	4.57	5.43	15.86	13.09	6.02	7.13	10.48	6.24	12.96	3.33	5.42	1.28	5.37	42.21
SL1344_0888	3.63	5.05	8.50	9.62	13.13	2.66	8.97	5.94	5.10	5.81	7.02	10.90	7.89	11.55	3.67	6.19	17.53
SL1344_0889	1.43	0.88	4.46	3.55	2.89	0.80	5.92	3.61	2.91	3.15	3.34	4.47	3.34	5.05	2.29	2.44	7.16
SL1344_0890	5.90	9.17	6.95	5.59	1.23	3.04	54.22	8.83	9.28	8.18	4.81	7.41	6.31	6.56	5.27	4.40	14.80
SL1344_0891	1303.11	750.60	628.82	158.32	5.70	1269.75	230.33	605.59	619.95	92.01	70.57	365.10	709.11	451.46	31.44	102.71	408.41
SL1344_0088	134.25	132.36	117.96	59.72	17.13	180.41	23.98	134.57	91.98	28.58	30.81	86.55	83.40	73.25	14.31	38.87	60.12
SL1344_0892	1665.35	748.92	617.27	166.48	18.52	1433.92	343.65	522.11	549.41	199.79	181.71	397.63	604.89	424.61	87.76	238.03	342.78
SL1344_0893	40.98	40.99	30.52	17.93	10.33	26.12	25.87	40.97	35.52	19.06	28.96	32.91	36.15	26.39	11.44	19.30	36.01
SL1344_0894	48.07	51.84	35.45	26.62	1.84	38.24	19.17	44.40	44.00	25.75	31.25	38.34	46.77	28.09	8.51	18.65	18.91
SL1344_0895	56.66	53.42	36.72	24.15	1.20	38.36	23.32	56.08	49.83	27.24	30.95	36.42	50.88	27.43	7.13	16.04	23.20
SL1344_0896	188.35	201.40	146.57	72.99	5.27	97.70	129.34	285.47	168.89	60.48	74.04	146.31	210.01	313.54	131.87	89.43	384.41
SL1344_0897	285.51	292.43	282.93	291.82	14.85	312.36	430.83	425.41	409.29	227.16	207.86	418.36	745.40	706.96	155.04	252.69	358.68
SL1344_0898	94.94	96.14	82.71	57.84	4.60	69.25	93.88	110.20	92.99	56.63	75.07	111.03	144.68	93.39	38.51	73.91	83.68
SL1344_0899	91.23	102.95	82.02	65.00	16.40	84.90	108.77	140.54	109.18	77.25	94.92	136.23	134.81	111.28	49.12	67.09	171.26
SL1344_0900	53.60	65.87	48.29	40.63	7.13	56.42	50.46	70.67	63.13	49.04	68.08	79.23	83.47	53.95	16.14	45.11	102.63
SL1344_0901	99.78	108.72	73.58	50.75	2.69	81.23	52.58	171.28	116.68	112.03	99.13	101.82	102.12	111.66	22.55	44.49	188.47
SL1344_ncRNA_13	70.54	94.32	79.25	73.98	15.06	46.37	63.19	70.65	122.77	117.85	98.66	76.16	54.77	119.42	65.45	124.20	57.35
SL1344_0902	1.82	2.02	1.96	32.12	0.56	1.53	1.61	2.26	1.75	224.92	170.00	4.12	2.46	2.31	1.33	2.11	5.34
SL1344_0903	0.75	0.92	0.31	15.84	0.30	0.45	1.33	0.37	0.58	95.77	70.54	2.69	0.87	0.70	0.42	0.29	3.68
SL1344_0904	2.13	1.98	2.67	23.95	1.08	1.92	2.28	2.00	2.35	160.50	125.94	6.02	2.79	6.17	1.59	3.05	43.05
SL1344_0905	20.72	16.87	13.45	5.94	4.22	13.01	4.29	7.61	15.56	25.50	24.62	27.70	14.02	82.61	4.55	18.57	14.94
SL1344_0906	9.94	7.08	20.52	9.31	8.53	12.55	9.12	19.81	5.45	7.53	5.81	8.48	8.84	13.45	2.89	8.85	66.99
SL1344_ncRNA_59	190.14	187.72	150.82	128.39	153.37	186.66	175.95	186.39	152.81	183.71	204.98	181.84	171.09	182.25	143.74	288.38	93.63
SL1344_0907	109.70	102.06	71.25	59.55	50.71	85.41	65.12	96.49	61.71	72.37	74.98	89.78	77.42	81.73	63.22	93.66	92.31
SL1344_0908	76.27	61.72	61.50	61.83	48.06	85.67	58.39	50.40	61.73	80.65	46.81	50.04	52.25	48.98	84.88	72.36	51.70
SL1344_0909	15.68	16.03	21.91	69.54	11.02	14.71	104.38	53.20	37.99	60.20	35.21	27.20	38.10	1065.10	202.35	363.22	1174.90
SL1344_0910	110.83	135.59	87.82	136.29	12.51	59.26	45.88	253.46	97.89	419.17	335.53	121.94	83.81	149.57	16.78	34.24	248.32
SL1344_0089	70.22	64.02	52.83	42.62	20.16	46.63	54.96	67.48	58.41	50.98	59.14	60.04	49.00	59.05	28.09	56.62	87.97
SL1344_0911	99.93	109.86	74.55	91.83	53.47	58.40	99.95	149.09	64.19	264.57	214.83	95.30	70.16	94.31	7.90	77.06	86.02
SL1344_0912	60.52	31.17	28.94	7.81	1.38	61.20	9.88	28.53	17.32	11.40	8.67	20.78	36.59	22.22	5.60	6.16	25.77
SL1344_0913	2.66	3.57	12.75	13.39	4.22	4.00	35.81	8.97	9.29	4.70	7.41	25.08	9.94	17.90	1.73	13.84	11.54
SL1344_0914	38.23	59.50	51.67	44.92	6.86	34.82	44.79	110.04	104.30	62.91	67.59	91.68	208.09	242.82	47.17	117.54	150.33
SL1344_0915	34.09	34.62	24.75	24.68	2.91	27.26	25.20	60.72	53.27	27.57	32.66	51.91	127.15	101.85	9.95	40.64	80.19
SL1344_0916	22.18	17.71	12.23	9.77	10.05	12.35	24.15	17.36	20.34	17.63	14.30	24.03	50.04	29.98	10.47	27.69	19.93
SL1344_0917	448.06	250.42	220.93	63.95	23.67	204.26	271.97	226.77	178.00	56.95	54.75	234.89	276.51	177.18	18.19	64.69	157.50
SL1344_0918	2319.62	1849.82	1250.97	318.26	30.10	1665.38	674.62	1697.66	890.11	228.53	255.75	1476.99	1320.35	1058.04	279.96	121.64	1080.30
SL1344_0919	602.00	342.22	506.33	466.74	139.90	282.86	352.46	425.61	408.80	281.08	253.67	543.32	482.45	406.97	96.83	255.93	500.05
SL1344_ncRNA_60	0.00	0.00	9.79	29.09	7.61	0.00	0.00	14.07	3.65	177.02	28.08	1.06	0.00	1.11	9.62	2.44	5.98
SL1344_0090	182.38	136.96	75.06	41.59	3.63	99.76	41.79	97.83	108.97	39.18	67.01	92.06	71.77	84.14	7.95	36.05	117.40
SL1344_0920	3.86	2.43	3.35	1.57	0.71	2.93	2.32	3.81	2.52	2.57	2.65	2.89	3.54	3.17	1.10	2.57	10.39
SL1344_0921	126.78	86.23	63.06	23.88	5.19	75.78	54.45	85.45	69.01	23.80	18.46	54.27	82.05	46.55	10.05	18.60	72.98
SL1344_0922	103.52	68.20	48.41	23.24	0.83	59.86	31.74	57.63	50.95	18.87	15.87	40.84	56.27	30.69	5.17	13.85	28.43
SL1344_0923	12.08	14.79	9.03	4.79	0.40	10.10	4.66	15.95	11.50	4.84	5.69	11.64	12.63	9.43	0.70	3.89	15.46
SL1344_0924	102.03	125.16	79.06	41.95	13.67	110.92	104.59	197.60	108.61	68.51	49.48	98.20	102.78	82.37	54.60	46.05	109.11
SL1344_0925	47.73	65.65	43.34	27.84	1.58	42.81	26.18	89.02	53.79	32.52	31.02	44.15	42.72	35.68	5.63	19.18	44.30
SL1344_0926	12.55	9.14	7.95	14.59	3.13	5.88	14.52	7.85	10.27	62.83	43.14	8.61	12.64	9.12	7.39	14.68	19.28
SL1344_0927	5.34	7.34	6.92	5.90	2.40	8.37	8.46	9.77	8.13	7.51	8.70	10.04	8.95	8.40	4.53	8.33	12.75
SL1344_0928	78.17	57.44	35.48	18.89	2.09	44.08	44.34	69.97	52.79	26.16	17.60	48.27	54.08	27.60	3.41	12.00	48.64
SL1344_0929	75.81	63.47	53.41	30.19	1.88	49.47	39.35	93.69	57.20	26.65	24.12	59.03	60.94	31.55	4.67	15.94	42.90
SL1344_0091	140.76	158.61	118.95	76.51	32.79	124.62	90.94	191.87	154.75	78.08	105.72	136.56	116.28	126.09	20.77	69.35	159.41
SL1344_0930	96.57	74.69	73.04	44.11	1.50	60.69	47.08	85.20	72.73	30.61	33.93	96.82	80.56	43.05	4.75	18.79	44.03
SL1344_0931	90.14	81.69	69.57	44.98	2.37	58.33	43.69	90.10	76.60	30.23	37.53	96.88	74.81	43.56	11.66	22.13	79.40
SL1344_0932	31.51	37.02	42.62	48.00	12.73	37.85	49.02	56.61	50.77	66.48	66.17	76.36	42.27	39.89	34.25	70.24	116.31
SL1344_0933	85.42	92.84	137.77	106.08	8.40	89.57	67.08	239.23	100.17	76.42	69.61	107.32	199.44	163.34	36.27	58.78	312.90
SL1344_0934	70.45	94.18	103.64	68.13	2.21	75.44	35.25	171.19	92.02	49.85	56.83	102.78	167.17	133.98	17.35	39.42	144.74
SL1344_0935	105.24	117.41	111.97	66.39	8.93	78.89	41.64	208.85	151.40	87.24	109.94	141.98	247.23	254.41	54.50	121.70	143.72
SL1344_0936	78.35	113.79	213.05	415.82	16.81	92.01	21.66	100.68	49.01	25.59	9.40	40.67	1137.63	463.89	97.30	101.25	107.73
SL1344_ncRNA_61	70.06	68.09	44.84	54.22	18.92	84.16	26.75	66.19	60.83	85.44	39.42	64.38	106.02	102.72	81.02	167.25	5.58
SL1344_0937	205.65	193.22	146.29	85.08	15.90	96.69	77.94	287.17	163.90	84.03	91.57	231.56	242.55	185.75	55.81	83.65	174.82
SL1344_0938	13.32	9.47	12.28	21.64	2.97	9.00	18.51	30.91	11.37	32.93	8.95	14.65	15.80	14.85	5.76	14.68	42.44
SL1344_0092	193.04	218.23	181.29	110.76	91.72	295.54	344.45	144.06	224.30	229.26	212.46	153.92	139.22	131.58	248.36	217.39	106.84
SL1344_0939	0.76	0.78	1.82	2.35	2.61	1.71	6.62	1.70	0.39	2.23	0.82	0.86	1.60	1.79	0.21	1.48	2.78
SL1344_0940	0.64	0.40	1.07	1.70	2.47	0.77	4.34	0.96	0.83	1.42	0.96	1.16	1.86	1.13	1.37	2.33	2.09
SL1344_0941	69.46	61.91	34.32	17.53	1.40	71.66	23.21	58.31	64.29	14.77	22.37	73.22	123.66	73.56	11.76	30.08	74.13
SL1344_0942	55.35	64.06	62.59	58.47	3.46	64.74	30.61	57.63	74.74	105.42	138.62	70.77	62.10	82.90	43.43	72.71	66.02
SL1344_ncRNA_62	113.49	159.52	102.38	47.91	32.39	205.65	204.08	111.04	157.10	226.64	136.63	102.16	143.71	115.02	171.35	309.92	65.89
SL1344_0943	1.86	2.30	3.48	4.11	0.00	0.00	2.65	7.41	3.36	2.73	2.52	2.09	1.89	1.31	0.00	1.69	2.07
SL1344_0944	0.00	0.79	0.00	0.85	0.26	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31
SL1344_0945	0.28	0.17	0.35	0.64	0.06	0.25	0.00	0.52	0.32	0.61	0.56	0.47	0.24	0.39	0.00	0.27	0.26
SL1344_0946	0.27	0.46	0.60	0.88	0.28	0.24	1.14	1.31	0.87	1.22	0.78	0.94	0.28	0.15	0.21	0.56	0.33
SL1344_ncRNA_63	0.00	2.04	7.22	3.28	0.00	1.49	7.06	8.65	7.68	7.29	6.72	6.70	0.72	0.00	0.00	0.00	0.00
SL1344_0093	150.49	156.47	110.85	61.43	5.27	131.60	95.96	207.73	155.93	76.72	87.34	119.58	137.76	104.91	20.59	75.89	172.83
SL1344_ncRNA_64	359.19	428.12	491.89	1011.58	133.61	420.68	810.00	51.34	453.50	418.12	456.38	408.99	1218.82	529.27	782.00	661.76	333.65
SL1344_0947	1.54	5.71	12.83	13.96	0.62	1.39	14.82	20.37	11.15	14.05	11.29	18.07	1.34	0.73	1.15	2.80	0.25
SL1344_0948	1.94	6.01	7.89	10.31	0.39	0.88	12.46	13.82	12.06	10.29	15.04	16.44	0.42	0.69	0.54	1.52	0.00
SL1344_0949	2.95	0.73	7.01	5.48	0.24	1.06	11.99	5.30	5.95	5.21	7.22	8.39	0.77	0.42	3.30	1.61	0.00
SL1344_0950	175.08	153.09	145.16	54.34	18.60	141.51	266.59	130.40	167.61	141.89	139.74	92.33	120.48	74.54	178.88	142.04	108.09
SL1344_0951	0.00	0.00	1.03	2.72	0.50	1.11	1.32	1.23	1.27	0.36	2.01	1.94	0.00	0.58	0.00	0.16	0.39
SL1344_ncRNA_65	1174.95	1045.60	1044.21	1870.93	164.11	1264.78	1708.20	113.02	1264.93	979.80	1336.83	1548.38	3290.93	1697.09	2120.76	2119.02	1514.82
SL1344_0953	0.82	1.52	1.41	0.95	0.17	0.00	0.88	1.84	0.95	0.90	1.17	1.94	0.89	1.02	0.34	0.72	0.98
SL1344_0954	0.44	1.09	1.11	1.17	0.00	0.00	3.31	2.65	3.43	0.78	0.36	0.60	0.58	2.82	0.25	1.38	2.96
SL1344_0010	2.37	1.86	2.69	1.57	0.87	2.13	3.45	1.61	2.00	1.71	1.40	2.04	2.25	2.13	1.56	3.11	3.08
SL1344_0094	129.15	130.22	101.94	60.22	7.01	108.27	107.91	184.47	136.58	86.20	72.71	112.36	135.28	91.83	17.35	75.22	139.73
SL1344_0955	9.38	14.65	13.26	16.04	8.20	8.89	29.02	26.60	33.31	33.55	22.52	19.71	22.34	22.70	11.02	48.51	9.90
SL1344_0956	270.43	368.53	400.59	308.58	119.85	358.06	603.19	832.82	542.41	459.39	342.87	259.05	483.06	270.07	112.85	621.41	150.35
SL1344_0957	86.95	109.99	102.52	65.10	41.90	132.33	975.41	187.39	164.56	123.31	63.88	82.06	67.38	32.17	1523.37	307.83	54.09
SL1344_0958	9.69	9.78	16.73	10.32	6.09	4.13	31.62	10.50	12.26	16.21	14.75	14.33	16.76	11.19	25.19	29.44	22.52
SL1344_0959	0.00	0.93	0.31	0.17	0.00	0.00	0.27	0.19	0.39	0.44	0.00	0.17	0.22	0.00	0.28	0.20	3.24
SL1344_0960	0.00	0.00	0.66	0.00	0.43	0.00	1.12	0.79	0.82	0.00	0.00	0.00	0.46	0.00	0.00	0.00	7.03
SL1344_0961	2.70	3.10	4.33	4.22	2.11	1.21	6.18	3.89	3.29	5.27	5.18	5.08	2.68	5.45	2.58	8.94	10.48
SL1344_0963	1.23	0.00	3.07	6.52	2.98	2.21	2.63	1.84	0.00	2.17	8.00	10.81	1.60	0.87	0.69	3.35	4.10
SL1344_0964	119.29	14.37	12.82	7.03	2.35	44.34	21.93	20.22	11.40	12.98	5.85	16.66	26.19	9.44	3.63	4.40	35.25
SL1344_0095	63.51	62.42	53.40	39.62	14.63	72.37	69.11	92.40	63.94	53.58	44.67	39.54	42.45	38.66	23.00	37.82	65.43
SL1344_0965	7.83	9.13	14.12	16.62	7.98	3.22	15.31	17.75	15.80	12.64	9.48	30.29	19.28	11.88	5.25	30.28	8.01
SL1344_0965A	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SL1344_0966	2.04	1.26	0.85	2.25	0.69	0.92	0.73	0.51	1.58	1.80	1.66	2.76	0.74	1.20	1.33	0.93	3.24
SL1344_0967	1.53	1.52	1.73	0.81	0.00	0.00	0.66	0.92	0.71	1.36	2.00	2.49	0.67	1.74	0.17	0.48	3.52
SL1344_0968	2.88	2.14	2.88	3.63	1.63	2.85	2.77	5.60	5.36	3.81	6.81	6.04	3.89	3.87	2.73	3.15	5.91
SL1344_0969	2.76	2.59	4.39	2.87	0.30	0.81	1.20	3.47	2.20	2.11	3.78	6.37	2.70	3.23	0.67	1.66	6.28
SL1344_0971	3.57	3.68	6.70	5.66	0.96	1.97	2.12	4.90	5.62	3.59	6.71	9.47	5.27	5.55	1.22	3.33	7.39
SL1344_0972	2.65	2.55	4.24	4.45	0.36	1.06	1.66	3.26	2.80	3.52	4.39	6.74	3.02	4.54	0.91	1.81	9.79
SL1344_0973	0.48	1.18	3.56	2.52	0.19	0.00	0.51	2.13	0.37	1.26	5.42	4.83	1.24	3.03	1.06	0.19	5.44
SL1344_ncRNA_14	108.79	233.08	127.50	108.25	2.36	96.26	78.93	37.81	135.66	68.62	45.91	80.23	134.45	141.63	62.90	59.11	27.83
SL1344_0974	2.05	1.90	4.81	4.77	1.25	0.46	1.10	0.77	4.38	1.81	8.37	6.60	2.46	5.45	6.88	6.21	9.31
SL1344_0975	0.27	3.02	5.25	3.42	0.11	1.22	1.16	2.03	2.10	1.44	3.76	6.24	2.83	3.07	0.76	0.85	8.03
SL1344_0976	1.53	1.89	4.07	5.84	0.16	0.69	1.64	2.29	2.08	0.68	3.12	7.00	3.67	2.71	1.50	1.64	9.69
SL1344_0977	3.80	2.77	3.22	4.45	1.27	0.81	2.15	2.68	3.12	1.98	4.92	5.60	2.92	3.48	1.37	1.66	6.30
SL1344_0978	3.86	1.43	3.86	1.79	0.31	0.69	0.41	5.20	2.69	1.36	4.09	6.79	2.85	2.73	0.65	0.75	7.73
SL1344_0979	3.50	2.89	4.01	1.94	1.18	3.68	1.87	3.93	3.17	1.55	3.80	7.51	3.30	1.65	0.65	1.82	6.41
SL1344_0980	3.07	1.99	3.36	3.77	1.59	2.26	0.97	3.12	2.93	3.06	4.63	6.33	3.09	2.70	1.68	2.80	9.14
SL1344_0981	3.24	2.29	4.91	2.76	0.37	2.08	1.98	3.81	2.51	4.49	6.03	6.57	4.63	3.93	2.84	4.69	7.95
SL1344_0982	6.18	8.78	17.95	19.67	3.25	7.51	15.85	18.03	17.49	16.91	18.87	21.74	20.16	21.86	13.62	25.42	28.90
SL1344_0983	33.98	42.74	63.17	133.52	4.78	17.64	63.42	62.52	57.86	96.88	102.54	75.05	85.60	540.08	123.45	56.73	1999.00
SL1344_0096	115.98	47.82	30.71	13.75	0.66	75.11	8.22	44.98	24.57	11.72	6.83	28.70	24.63	17.31	5.98	8.90	19.90
SL1344_0984	2.65	3.00	8.97	8.20	4.65	4.38	2.60	10.25	3.77	7.02	6.66	6.43	4.71	4.69	0.99	4.31	8.33
SL1344_0985	1.87	1.80	2.34	2.62	0.51	0.94	1.34	2.96	1.45	1.84	1.70	5.36	1.99	1.92	0.35	0.73	3.48
SL1344_0986	1.53	1.89	2.73	2.89	0.18	1.57	0.70	3.92	1.35	3.08	1.60	2.80	3.61	2.31	0.37	1.19	3.85
SL1344_0987	1.28	2.10	2.75	2.10	0.33	1.16	1.08	1.92	2.31	2.83	4.29	3.23	2.41	2.30	0.84	2.36	5.21
SL1344_0988	0.63	0.52	1.43	1.01	0.48	0.44	0.30	0.57	1.51	0.68	0.96	1.98	0.51	1.08	0.27	1.00	1.76
SL1344_0989	1.06	1.31	3.63	4.21	3.75	1.90	4.52	4.15	2.25	1.40	5.81	5.19	2.30	4.11	2.65	6.18	3.28
SL1344_0990	2.86	2.65	8.03	6.63	9.54	1.93	11.45	2.67	4.43	6.30	7.56	5.80	6.21	6.06	5.18	16.99	2.73
SL1344_0097	63.69	24.10	21.46	8.90	0.53	37.87	5.93	26.25	16.39	5.50	5.98	24.14	20.60	14.62	2.74	7.46	22.75
SL1344_0993	1.72	0.91	2.61	0.49	7.25	0.66	3.93	0.92	0.38	0.87	1.80	4.15	2.67	2.78	0.14	2.30	7.73
SL1344_0994	4.11	10.79	17.65	12.26	177.59	6.94	38.97	9.99	11.95	7.71	13.39	28.84	24.35	40.69	4.30	21.43	25.24
SL1344_0995	24.39	37.36	92.15	134.16	592.04	31.85	233.22	61.30	68.91	38.92	97.54	151.77	89.69	176.09	30.97	81.78	116.86
SL1344_0996	34.55	22.86	19.09	17.59	63.80	18.82	95.36	17.45	26.18	14.19	12.44	21.22	11.89	10.24	274.96	59.87	6.14
SL1344_0997	25.03	32.56	41.39	35.55	4.50	25.88	27.27	53.75	56.03	56.45	60.09	54.46	32.66	51.94	23.94	38.46	96.31
SL1344_0998	35.22	43.02	25.35	13.06	1.50	29.20	9.34	53.07	21.47	10.85	8.32	23.35	48.25	32.68	4.79	6.41	27.28
SL1344_0999	41.91	41.68	72.74	70.06	13.88	40.82	70.54	70.38	48.77	42.26	55.84	130.94	104.03	58.12	10.91	51.48	118.71
SL1344_1000	12.59	11.81	16.26	6.43	1.40	11.84	10.95	19.79	15.68	7.21	5.19	18.18	24.64	19.88	2.32	6.59	27.95
SL1344_1001	72.73	58.62	50.01	13.86	1.59	44.34	24.60	69.00	47.90	12.60	9.97	45.00	48.42	29.53	3.70	8.92	44.95
SL1344_1002	73.24	59.43	46.68	13.51	1.73	42.12	20.57	64.83	43.83	11.94	9.05	38.30	47.05	29.51	5.62	8.10	34.28
SL1344_0098	16.52	14.37	12.04	9.35	6.77	16.58	22.41	13.05	10.74	7.84	9.04	11.45	9.09	6.28	57.18	16.35	18.05
SL1344_1003	49.61	42.72	33.38	10.32	2.28	39.72	25.01	51.90	34.12	11.25	10.48	26.37	38.12	22.71	6.63	19.45	35.73
SL1344_1004	44.45	39.59	32.17	12.04	2.69	33.22	15.51	45.89	32.16	12.73	13.12	26.36	30.59	28.02	7.16	15.19	41.24
SL1344_1005	55.61	46.53	38.85	17.36	7.84	40.77	35.27	49.18	44.63	19.26	16.88	35.80	41.17	49.39	12.17	29.35	45.03
SL1344_ncRNA_66	10.96	0.00	7.99	8.48	1.48	3.29	13.67	8.21	7.09	48.40	34.25	8.66	8.75	20.69	15.30	32.07	15.70
SL1344_1006	19.30	32.96	214.26	1289.37	887.22	28.98	92.36	90.13	68.45	697.11	862.02	318.56	484.43	898.30	1110.67	1318.23	1755.17
SL1344_1007	478.49	466.14	170.93	80.78	5.88	384.37	84.26	291.68	256.54	54.16	32.60	241.71	287.46	162.31	15.38	22.08	171.88
SL1344_1008	89.41	72.53	53.17	16.56	0.90	75.85	17.80	73.24	50.23	10.85	11.12	50.12	56.53	29.45	2.11	4.83	51.61
SL1344_1009	48.55	45.78	62.40	78.61	16.09	74.94	83.86	94.31	69.81	102.54	53.68	48.51	61.19	44.94	104.25	55.76	53.18
SL1344_1010	959.06	917.56	803.54	661.56	154.14	722.87	736.71	1313.59	957.69	549.07	781.82	1787.45	1234.17	1748.07	595.64	452.10	2149.73
SL1344_1011	42.51	44.38	26.76	22.40	22.96	50.25	106.39	41.76	30.18	23.43	21.38	30.62	32.68	30.09	1292.00	107.16	123.38
SL1344_0099	16.83	14.08	21.66	12.15	3.91	15.39	25.41	12.05	12.29	13.77	15.13	14.92	14.87	9.11	14.09	23.47	14.18
SL1344_1012	5.33	6.90	13.64	14.30	1.64	2.97	10.31	18.04	8.07	23.07	10.54	10.65	9.28	7.90	4.39	11.08	19.98
SL1344_1013	19.96	15.69	17.82	13.62	2.11	14.71	25.30	19.64	20.80	18.25	20.22	22.10	22.77	17.31	7.00	16.13	15.55
SL1344_1014	17.89	11.92	13.77	8.90	1.53	8.99	9.57	13.65	10.68	8.81	10.10	17.47	11.68	10.23	2.11	6.31	12.32
SL1344_1015	18.90	22.55	24.10	25.92	4.72	11.91	25.56	31.89	27.25	29.16	33.25	34.15	29.86	28.51	17.23	28.07	35.25
SL1344_1016	20.11	39.79	52.36	70.02	15.88	22.34	27.23	127.44	50.70	186.13	63.08	42.20	47.40	39.85	29.37	36.47	55.52
SL1344_1017	1.16	2.01	5.65	10.92	13.52	1.46	5.45	3.47	5.22	2.66	8.31	8.95	3.94	8.37	4.92	18.90	5.87
SL1344_1018	17.34	26.47	26.75	41.36	24.81	11.30	23.67	58.00	30.05	41.70	35.48	39.96	35.49	76.51	19.77	30.80	69.23
SL1344_1019	97.80	159.89	60.52	58.13	34.32	66.73	590.12	146.80	205.85	78.67	54.45	160.61	112.11	121.65	75.67	111.81	149.79
SL1344_1020	36.37	27.12	17.51	10.68	6.42	29.11	16.12	29.60	18.09	12.09	12.50	16.82	18.09	14.53	17.40	14.83	23.66
SL1344_1021	4.20	2.08	4.20	5.02	0.79	3.03	3.29	5.66	3.26	17.56	8.67	7.58	8.17	8.13	6.10	6.34	12.44
SL1344_1022	7.09	9.26	11.21	6.80	2.87	9.23	14.53	14.16	12.69	22.44	17.82	17.74	12.78	15.76	8.36	15.91	28.88
