SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_2568	1.33	2.19	2.21	4.40	0.72	0.00	1.42	0.99	0.69	2.34	4.33	5.09	2.50	4.70	2.96	10.87	2.75
SL1344_2569	0.74	1.44	2.12	4.71	0.47	0.86	1.13	2.30	1.81	1.97	4.06	2.58	1.75	1.88	0.95	5.79	1.82
SL1344_2570	1.75	4.08	3.40	6.12	0.39	2.01	1.87	3.49	2.64	4.89	5.30	4.73	3.17	2.68	1.68	4.81	5.57
SL1344_2571	1.51	1.87	1.89	3.01	0.00	1.36	0.00	2.83	1.76	0.00	1.23	4.61	1.97	1.61	0.00	2.65	4.69
SL1344_2572	1.59	2.16	3.03	3.90	0.48	1.29	1.36	2.32	2.34	1.82	3.43	4.36	2.35	2.14	1.06	2.67	3.45
SL1344_2573	1.13	0.35	1.94	3.55	0.68	0.25	0.60	1.05	1.75	0.75	2.52	2.29	0.86	0.20	1.57	3.63	1.34
SL1344_2574	19.90	23.20	17.94	24.37	13.80	11.72	55.24	31.23	25.24	27.04	17.15	15.81	26.99	14.63	17.73	26.87	22.29
SL1344_ncRNA_165	90.19	70.45	133.51	188.92	125.63	65.57	143.79	114.90	76.11	194.21	126.36	103.91	185.26	137.75	111.29	258.62	150.33
SL1344_2575	1.30	1.20	0.81	3.23	0.53	1.17	1.04	1.94	2.27	1.43	2.12	1.32	1.27	1.15	0.72	2.91	4.49
SL1344_2576	3.06	1.26	1.49	2.03	1.24	0.31	0.73	1.02	1.84	2.40	1.66	1.61	1.92	1.44	0.57	1.99	3.08
SL1344_0253	26.99	44.11	24.38	21.43	8.30	29.11	73.09	68.59	61.60	71.85	62.13	46.82	54.54	36.95	19.25	52.80	65.47
SL1344_2577	9.62	13.01	41.11	78.21	7.16	10.48	20.09	28.98	27.60	17.39	28.99	121.17	27.95	18.69	5.12	49.31	14.85
SL1344_ncRNA_166	19.26	13.83	31.85	29.26	29.96	27.99	37.20	11.63	14.94	24.14	28.86	36.60	15.15	25.51	20.81	64.72	58.15
SL1344_ncRNA_167	328.26	353.29	678.61	1698.69	8719.09	281.65	616.87	314.91	374.87	731.60	995.94	561.87	879.59	2107.19	1696.81	1954.11	656.79
SL1344_ncRNA_168	1102.41	1160.35	932.27	585.04	2431.01	901.64	2519.20	804.29	1205.84	1143.39	960.06	1422.50	933.38	1009.78	2133.38	1674.69	376.71
SL1344_2578	40.34	19.89	26.24	6.51	1.55	13.26	21.86	29.80	30.24	9.39	7.78	24.73	15.90	9.26	2.13	10.53	20.56
SL1344_ncRNA_169	3545.42	4260.29	2981.08	9397.27	33404.49	3141.59	5097.32	407.24	6294.40	4724.58	6160.17	5470.23	9712.84	12581.63	8787.47	6612.28	8559.65
SL1344_ncRNA_170	684.57	876.70	698.01	527.79	178.35	514.85	734.11	198.05	1358.40	520.71	485.48	896.88	719.03	1736.62	358.47	704.27	426.17
SL1344_2579	1.59	0.56	1.84	1.65	0.37	0.41	0.73	1.87	0.88	0.60	0.74	0.92	1.58	0.96	0.00	1.77	7.47
SL1344_2580	0.00	0.00	0.00	0.73	0.00	0.00	1.17	0.00	0.00	0.00	0.89	0.00	0.00	0.00	0.00	1.28	3.66
SL1344_0254	11.96	18.24	9.09	5.69	1.13	11.13	18.75	13.28	13.92	19.89	23.23	15.38	17.09	14.39	4.90	40.82	31.79
SL1344_2581	0.50	0.62	0.47	0.17	0.00	0.23	0.54	0.38	0.19	0.67	0.61	0.34	0.22	0.00	0.14	0.20	3.24
SL1344_2582	24.22	29.96	40.63	20.80	11.46	25.49	31.89	20.61	38.97	52.00	46.75	28.82	26.63	14.62	73.86	56.29	23.98
SL1344_2583	71.17	82.67	75.81	43.93	19.56	56.31	830.40	79.69	147.40	90.17	53.96	104.33	54.68	39.42	1181.81	296.46	70.62
SL1344_2584	83.65	121.39	114.04	82.58	45.36	90.79	1397.27	169.14	196.24	149.49	99.84	141.81	77.13	36.36	2888.99	537.29	52.52
SL1344_ncRNA_171	962.25	2518.97	1484.61	3854.16	1423.15	1411.18	3042.26	335.58	2751.96	2398.62	2287.02	2188.64	2217.27	1989.79	4136.79	3338.49	679.28
SL1344_2592	0.36	0.90	2.27	2.41	0.15	0.66	4.67	3.81	1.41	3.21	2.96	5.17	0.47	1.03	1.62	1.84	0.69
SL1344_0255	274.50	212.46	281.26	152.75	19.88	190.66	74.06	193.15	154.53	53.93	55.81	283.75	455.17	216.54	25.38	58.07	295.10
SL1344_2596	0.00	1.22	6.81	6.57	3.21	0.89	7.41	11.12	4.61	1.75	10.49	17.43	2.15	0.70	4.97	9.27	2.36
SL1344_2597A	0.55	0.68	0.61	0.92	0.06	0.50	0.59	0.21	0.64	0.86	0.34	0.66	0.60	0.20	0.39	0.76	0.26
SL1344_2598	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.43	0.00	0.00	0.00	0.75	0.31
SL1344_0256	20.33	11.57	13.60	11.33	2.39	10.44	20.87	32.26	18.29	15.98	11.43	15.28	20.62	20.72	10.78	19.75	39.89
SL1344_2599	2.16	2.67	4.05	3.23	0.22	1.46	0.58	5.26	3.35	4.29	2.20	4.39	2.35	1.15	1.81	4.64	2.58
SL1344_2600	15.36	11.28	9.83	3.64	1.67	9.90	8.81	14.77	11.63	5.40	4.17	12.09	11.09	7.87	2.86	5.31	16.10
SL1344_2601	30.76	37.65	23.83	11.69	3.37	27.71	26.38	23.99	27.34	20.94	24.02	25.38	26.78	33.79	3.40	20.50	71.90
SL1344_2602	55.71	69.70	43.15	22.58	7.87	53.66	48.06	72.47	65.52	39.98	54.29	54.02	56.39	46.81	5.20	25.80	205.73
SL1344_2603	96.81	88.49	67.89	43.39	24.20	79.13	114.11	92.63	98.01	80.07	116.61	100.55	79.14	103.78	28.47	57.38	772.69
SL1344_2604	116.91	136.68	103.60	82.86	61.64	101.71	208.04	159.86	147.45	133.64	213.60	121.98	119.78	136.97	65.71	94.75	817.28
SL1344_2605	3.69	5.73	5.62	2.95	0.54	5.37	6.58	4.96	5.43	4.09	4.24	7.37	29.00	37.50	5.02	20.63	7.50
SL1344_2606	34.36	28.85	25.38	15.06	0.59	21.20	33.84	45.83	33.61	12.50	10.86	32.00	39.25	24.91	3.49	12.84	31.02
SL1344_2607	124.25	74.71	59.76	20.00	7.55	87.48	40.22	89.23	59.89	26.72	14.91	59.98	54.18	33.06	9.06	13.96	51.96
SL1344_2608	9.73	8.02	8.96	8.04	6.36	9.07	26.10	17.89	12.85	16.13	12.10	10.63	9.29	7.13	26.68	18.05	13.45
SL1344_0257	18.07	18.40	18.73	20.87	12.40	20.11	30.23	28.01	22.43	28.34	17.15	17.70	22.67	12.19	19.82	28.86	21.62
SL1344_2609	4.44	4.85	5.88	3.64	0.53	1.18	4.47	6.26	5.68	3.46	4.26	9.38	5.58	7.22	6.13	6.83	5.49
SL1344_2610	8.01	22.80	11.52	797.72	5.68	14.80	35.99	22.50	22.07	674.10	968.24	39.34	13.43	42.54	9.17	19.54	28.70
SL1344_2611	59.47	82.93	48.17	54.67	8.30	63.01	200.06	118.90	87.10	86.75	68.25	72.84	70.20	64.64	43.27	69.60	76.79
SL1344_2612	104.49	52.72	45.70	17.57	6.90	136.00	15.82	54.96	30.89	17.64	12.42	33.77	35.43	32.47	2.48	16.63	37.73
SL1344_2613	173.25	156.75	148.82	105.45	87.85	141.89	199.34	145.61	174.21	32.99	97.91	148.54	118.62	116.92	2509.67	176.47	113.68
SL1344_2614	52.81	48.85	22.29	12.13	3.29	25.82	16.41	46.47	39.22	24.51	20.05	29.64	29.96	23.32	19.02	13.21	36.85
SL1344_2615	21.98	33.18	40.72	31.50	9.56	17.88	13.82	60.26	25.56	50.59	24.83	31.99	16.90	14.50	4.77	12.36	59.48
SL1344_2616	116.78	84.20	89.56	51.47	5.23	84.59	46.50	103.20	66.61	52.21	39.78	82.21	94.61	59.97	8.03	29.96	144.23
SL1344_2617	28.03	24.10	24.35	11.03	0.19	21.83	5.59	23.48	19.91	14.27	12.78	17.37	19.03	13.79	0.27	5.75	17.24
SL1344_2618	5.31	5.11	8.85	5.95	2.01	6.06	38.22	12.28	9.15	7.19	6.92	9.50	11.30	8.68	6.91	22.23	11.94
SL1344_0258	71.97	59.35	54.02	19.40	1.86	89.41	32.33	87.84	64.25	31.92	24.37	38.49	53.36	33.03	4.22	25.77	41.11
SL1344_2619	4.05	2.09	8.22	9.40	6.56	2.73	16.23	4.80	3.93	5.96	6.87	14.39	3.67	14.32	2.64	12.24	12.56
SL1344_2620	130.27	378.47	340.39	498.63	412.16	135.69	591.97	480.54	697.84	460.04	407.64	362.32	468.82	618.59	1432.37	765.08	727.86
SL1344_2621	119.46	94.78	79.53	45.82	12.42	77.36	88.00	120.09	80.63	63.22	69.29	96.37	65.62	100.01	25.20	48.49	333.91
SL1344_2622	100.70	74.19	79.88	68.88	14.02	79.43	101.97	113.38	73.51	45.22	39.31	86.20	88.69	210.50	88.65	43.56	769.87
SL1344_2623	120.78	124.40	97.23	69.48	7.34	117.63	97.52	199.55	134.42	68.41	56.00	98.41	117.56	97.57	18.37	43.30	196.57
SL1344_ncRNA_173	40.93	69.60	246.22	128.96	576.17	62.99	78.40	89.37	104.52	280.09	194.56	102.75	77.20	127.94	30.46	190.92	42.34
SL1344_2624	39.05	234.76	493.27	3619.31	1817.28	224.99	1776.40	1673.18	836.34	32262.70	10583.72	462.66	273.74	394.02	6643.99	1223.63	4319.95
SL1344_ncRNA_174	19.43	123.75	372.79	2832.58	3027.36	99.76	771.66	748.30	484.59	36245.82	15387.76	341.97	252.00	413.20	5238.00	1436.13	3708.90
SL1344_ncRNA_175	314.57	397.16	413.65	673.67	167.13	585.42	1301.12	616.06	589.46	730.50	647.53	517.32	896.88	683.36	881.64	1988.89	550.37
SL1344_2625	31.36	15.06	17.61	14.66	3.75	10.85	52.62	26.74	24.23	11.92	6.58	21.50	53.85	23.04	26.66	31.74	66.01
SL1344_0024	4.42	3.58	3.14	0.81	0.93	2.20	2.12	2.28	3.19	1.88	1.99	4.02	3.18	3.02	0.94	1.96	3.57
SL1344_0259	60.05	50.38	40.16	36.63	15.65	43.88	51.41	66.02	50.01	42.27	29.94	45.77	54.10	51.12	29.30	39.89	52.23
SL1344_2626	4.23	5.02	8.45	8.63	5.48	4.42	17.17	6.96	5.64	4.33	7.02	13.27	9.64	16.87	5.57	9.03	27.36
SL1344_ncRNA_176	20.74	7.70	16.85	9.63	39.49	16.82	57.65	20.18	11.26	43.95	45.63	29.49	20.76	17.62	100.72	82.52	5.94
SL1344_2627	32.51	34.51	22.03	15.17	2.04	25.66	55.83	38.44	34.15	24.39	19.81	26.00	168.04	195.47	139.47	52.24	110.50
SL1344_2628	36.15	25.90	18.65	16.18	4.36	27.27	71.93	45.10	30.60	25.46	18.70	24.57	189.80	250.35	289.13	49.85	199.91
SL1344_2629	27.85	22.35	11.67	5.50	63.74	17.88	19.96	19.74	24.37	39.77	22.94	20.46	11.09	17.20	9.59	14.91	27.87
SL1344_2630	17.74	14.63	6.53	4.92	3.72	13.60	9.01	11.77	12.40	18.11	10.46	11.75	8.87	9.53	2.11	8.10	19.22
SL1344_2646	3742.18	1977.59	1527.67	331.83	112.17	2825.06	920.73	2574.47	1065.50	264.81	177.33	1253.17	1526.68	1087.54	364.67	98.17	1275.72
SL1344_2647	2107.80	1394.87	950.03	138.04	2.43	1554.08	322.63	1216.25	740.07	89.06	102.89	845.48	834.49	542.58	26.36	17.72	595.02
SL1344_2648	3601.86	2485.76	1539.24	221.08	1.82	2406.01	446.47	1905.48	1375.01	155.81	156.34	1346.05	1254.53	720.36	24.86	32.34	803.52
SL1344_2649	2264.35	1491.06	1732.52	261.50	6.77	1792.42	757.61	2346.17	1100.96	133.89	165.42	1067.14	1169.61	824.79	74.27	41.52	999.01
SL1344_0260	2.04	1.62	1.91	1.45	0.47	2.23	0.93	3.92	2.37	3.60	3.56	3.74	2.15	4.22	1.14	1.42	5.42
SL1344_2650	93.59	88.99	78.80	31.72	3.61	86.35	71.14	104.85	69.64	62.64	54.49	73.14	73.77	53.24	29.27	31.06	122.44
SL1344_2651	112.34	91.91	57.73	19.69	2.12	79.36	67.42	91.37	78.58	26.04	21.19	59.51	78.80	51.09	8.45	33.00	72.26
SL1344_2652	91.02	76.94	50.71	22.56	3.96	90.91	29.49	72.49	75.80	21.73	24.19	49.99	56.63	44.55	10.01	36.23	44.70
SL1344_ncRNA_178	208.07	251.89	216.76	125.30	27.50	538.43	115.18	300.51	316.01	88.61	163.56	182.84	228.68	186.97	67.55	210.70	59.89
SL1344_2654	469.52	916.96	227.14	193.78	30.56	265.52	1671.82	933.99	1437.78	291.73	114.68	353.81	320.21	379.65	87.13	221.32	285.66
SL1344_2655	16.43	20.54	15.84	13.33	2.48	14.17	17.76	28.27	20.89	19.76	14.39	20.12	23.43	21.16	10.54	24.21	45.40
SL1344_2656	44.17	53.14	35.87	15.45	7.11	37.63	82.49	47.32	40.15	19.99	12.95	53.36	24.73	17.98	413.25	96.31	54.84
SL1344_2657	304.68	327.99	183.06	87.65	30.35	289.21	293.72	319.54	290.29	192.46	115.45	207.81	221.96	158.76	193.91	158.18	299.62
SL1344_2658	67.21	68.73	56.56	62.49	10.29	36.71	60.55	124.41	89.92	70.57	104.80	85.63	72.79	53.56	39.00	50.17	102.08
SL1344_0261	1.39	2.10	1.16	1.23	0.12	1.67	0.49	3.58	2.63	1.09	1.38	3.34	2.28	1.53	0.09	0.30	1.25
SL1344_2659	121.43	126.00	126.29	110.31	22.96	93.29	183.93	231.31	147.60	126.59	122.87	128.57	142.12	106.48	147.62	105.14	179.41
SL1344_2660	228.94	178.80	150.46	89.35	10.32	244.98	231.50	171.87	219.37	101.50	73.95	136.46	143.17	99.84	33.24	89.81	92.59
SL1344_2661	1.31	1.42	2.23	1.41	17.25	1.04	1.74	0.98	1.76	1.24	1.32	1.80	1.18	2.52	0.93	1.85	2.91
SL1344_ncRNA_179	16.95	8.83	22.03	14.21	1.45	3.22	12.40	22.38	13.85	16.94	16.36	16.01	16.51	12.32	7.47	16.71	23.01
SL1344_2662	0.76	1.35	0.95	0.58	1.72	0.39	1.28	0.90	1.35	0.38	0.80	1.03	1.14	1.46	0.36	1.06	2.76
SL1344_ncRNA_180	109.25	183.39	118.69	352.01	366.74	98.43	559.03	340.80	314.84	921.13	364.62	162.02	176.64	149.13	714.43	560.14	88.18
SL1344_2663	0.84	1.13	1.58	0.65	1.63	0.70	0.68	1.16	0.87	0.75	0.46	0.91	1.07	1.35	0.28	0.49	2.12
SL1344_2664	2.51	0.98	1.90	0.96	1.60	0.36	1.55	1.28	1.95	0.82	0.75	1.97	1.38	2.43	0.29	1.85	2.58
SL1344_2725	0.48	0.89	1.35	1.91	0.39	0.22	0.51	1.08	0.19	4.25	3.33	0.49	0.42	0.34	0.27	0.19	30.44
SL1344_0262	2.45	3.13	3.46	1.24	0.46	1.47	0.78	2.93	2.72	3.96	1.86	4.58	2.70	3.58	0.32	1.56	2.88
SL1344_2726	78.86	63.17	45.51	29.10	1.98	73.36	111.55	81.96	81.45	29.08	24.11	47.38	49.50	31.50	2.80	38.39	22.30
SL1344_2727	39.34	39.25	50.92	40.50	12.18	55.84	187.51	98.37	85.53	74.24	49.76	51.14	97.18	45.32	19.48	196.91	38.19
SL1344_2728	1.43	1.77	3.57	1.89	0.87	0.64	1.53	2.14	2.77	1.89	1.75	2.90	1.86	4.04	2.39	2.23	5.45
SL1344_2729	0.74	0.46	0.70	0.05	0.06	0.47	0.08	0.28	0.63	0.33	0.42	0.60	0.36	0.26	0.21	0.35	0.85
SL1344_2730	121.18	197.52	182.74	92.68	18.80	269.31	293.53	503.12	348.50	204.19	185.80	111.11	160.01	107.27	41.33	206.02	56.37
SL1344_2731	42.59	111.85	76.34	28.75	2.20	148.07	135.81	250.31	169.30	88.47	85.16	45.73	57.49	45.82	3.88	71.07	23.11
SL1344_2732	196.34	200.30	167.05	133.40	6.22	214.07	121.66	388.28	217.21	193.48	84.10	112.15	132.92	117.62	185.82	139.97	54.07
SL1344_2733	0.00	3.34	5.74	2.15	0.44	2.92	2.89	3.64	4.61	2.39	1.32	2.93	4.94	3.44	3.62	5.48	19.09
SL1344_2734	0.29	0.00	1.84	0.39	0.12	1.06	0.00	0.44	0.23	0.26	0.48	0.40	1.28	1.04	0.66	0.80	5.49
SL1344_0263	2.17	5.38	2.72	1.44	0.50	2.24	2.33	4.42	3.86	3.57	4.81	4.00	4.19	0.88	1.21	1.82	3.56
SL1344_2735	0.82	0.51	1.54	0.82	0.00	0.74	0.44	0.00	0.64	0.00	0.33	0.28	0.71	0.58	1.37	2.24	3.92
SL1344_2736	0.31	0.19	1.37	0.21	0.06	0.99	0.00	0.23	0.12	0.00	0.64	0.00	0.34	0.55	0.35	0.43	1.79
SL1344_2737	0.00	0.56	1.14	0.70	0.00	0.14	0.65	0.57	0.94	0.94	0.74	0.82	1.25	1.39	0.51	1.30	2.46
SL1344_2738	35.75	39.32	28.73	11.69	4.35	38.19	35.90	28.29	31.80	10.03	5.62	13.14	19.95	9.85	2.42	10.46	10.79
SL1344_2739	0.73	1.79	1.21	1.28	1.17	0.22	1.03	0.54	0.75	1.71	0.98	1.15	1.05	1.20	2.29	1.32	2.88
SL1344_2740	0.27	0.34	0.68	0.36	0.00	0.25	0.58	0.20	0.21	0.24	0.00	1.29	0.12	0.77	0.00	0.53	0.65
SL1344_2741	0.55	0.23	0.46	0.24	0.15	0.16	0.39	0.14	0.28	0.48	0.59	0.86	0.56	0.77	0.00	0.43	1.65
SL1344_2742	0.50	0.25	0.75	0.13	0.16	0.63	0.21	0.30	0.31	0.53	0.24	0.40	0.39	0.70	0.06	0.19	1.19
SL1344_2743	0.37	0.23	0.97	1.09	0.15	0.08	0.20	0.55	0.43	10.49	3.50	0.56	0.28	0.39	0.26	0.14	6.20
SL1344_2744	0.88	1.08	1.75	0.58	0.14	0.47	0.75	0.79	0.68	0.93	1.00	2.14	1.30	0.62	1.08	1.23	2.43
SL1344_0264	2.98	2.99	2.33	2.84	0.00	2.18	2.39	3.21	4.62	5.43	2.43	3.15	3.97	3.16	0.83	1.96	4.80
SL1344_2745	10.81	12.76	11.77	3.80	1.46	11.36	20.31	23.11	19.06	5.35	3.74	6.99	11.91	8.93	1.01	10.06	3.87
SL1344_2746	17.11	17.16	20.94	9.68	4.94	17.35	69.32	36.45	26.36	22.82	20.57	14.09	13.33	10.33	3.61	23.99	8.57
SL1344_ncRNA_181	2.81	1.16	2.05	1.24	0.19	2.11	4.00	1.40	2.54	5.37	3.81	1.90	2.44	3.31	0.52	2.74	7.15
SL1344_ncRNA_182	0.00	0.00	0.68	0.00	0.00	0.97	1.16	0.81	0.00	0.00	0.88	0.73	0.00	0.00	0.00	0.42	0.52
SL1344_2750	7.50	5.71	8.29	9.19	1.40	2.60	9.25	12.09	14.32	11.72	5.64	6.64	15.82	14.70	7.09	10.13	35.26
SL1344_2751	70.24	173.17	122.99	47.07	2.53	163.19	101.59	307.24	297.31	93.25	63.52	54.23	102.93	59.93	10.61	67.28	19.53
SL1344_2752	141.24	243.08	202.31	102.94	6.71	265.93	220.72	526.79	473.72	206.37	121.22	102.44	168.53	101.72	16.30	181.64	37.34
SL1344_2753	4.62	8.89	5.13	6.47	9.57	6.01	8.78	12.68	7.96	6.80	1.67	6.60	7.82	4.36	6.59	7.61	8.33
SL1344_0265	0.51	0.63	1.17	1.02	0.48	0.46	0.00	1.53	0.92	2.70	1.66	1.15	1.63	1.81	1.14	2.39	3.66
SL1344_2754	0.89	1.10	1.22	1.06	2.30	0.80	0.95	2.26	2.89	2.82	1.59	2.28	1.23	0.63	0.89	1.87	3.89
SL1344_2755	5.13	8.80	13.35	7.56	7.27	3.08	13.09	3.62	7.29	9.55	6.73	8.67	6.44	4.64	2.86	10.44	3.94
SL1344_2756	18.38	62.19	68.03	43.67	13.17	11.10	28.61	20.03	15.90	32.19	41.39	40.88	18.99	8.93	10.77	22.65	9.35
SL1344_2757	6.71	7.96	19.29	15.66	35.87	7.74	56.23	17.28	11.24	13.98	10.71	27.43	7.36	24.31	5.69	31.51	34.46
SL1344_2758	5.64	2.89	1.89	0.91	24.03	1.74	2.06	19.27	1040.38	0.97	1.23	3.08	5.75	0.49	93.05	3.97	216.15
SL1344_2759	4.29	2.65	2.55	1.28	1.57	2.08	1.98	9.25	409.12	2.49	1.10	2.79	3.64	1.34	7.60	4.72	120.62
SL1344_2760	3.21	0.61	1.54	1.15	0.30	0.78	0.66	4.25	113.14	0.98	1.01	1.75	2.79	1.48	0.41	2.21	73.57
SL1344_2761	4.92	2.84	2.36	1.63	1.66	2.81	6.32	8.23	94.24	4.64	1.47	3.67	4.29	3.25	1.65	3.14	60.50
SL1344_2762	5.00	4.01	3.74	2.29	23.76	1.59	3.99	38.32	727.56	3.92	3.44	4.39	4.50	10.36	64.22	6.67	296.68
SL1344_0266	3.78	1.80	2.94	1.35	0.12	1.00	4.04	3.66	2.71	1.85	1.00	2.32	3.01	1.81	0.32	1.00	3.47
SL1344_2763	12.98	8.48	34.74	75.49	6.74	9.99	101.39	14.74	12.11	12.11	9.87	36.45	37.34	2393.02	532.85	299.52	3736.22
SL1344_2764	107.05	89.91	230.68	229.70	12.52	60.43	450.77	211.74	88.95	31.95	74.18	335.99	343.37	2296.04	294.92	217.63	1918.41
SL1344_2765	134.46	185.59	306.84	262.59	7.63	83.48	442.10	251.98	170.64	28.89	81.38	340.94	480.68	1355.79	135.01	161.24	1119.05
SL1344_2767	15.76	13.68	27.75	15.28	13.81	13.92	42.44	21.66	21.04	36.79	16.17	16.62	14.24	13.08	19.28	23.23	52.44
SL1344_2768	5.86	8.18	38.37	29.28	1.49	4.59	4.99	24.04	10.86	8.43	5.39	13.66	11.09	7.52	3.15	5.80	47.59
SL1344_2769	5.46	6.20	86.54	55.28	6.46	4.51	12.42	105.18	9.19	9.05	3.53	20.04	19.53	7.90	6.23	7.02	73.28
SL1344_2770	2.98	4.66	132.65	10.11	1.85	3.54	2.35	6.12	3.53	3.47	3.46	3.30	4.38	3.11	4.74	7.35	14.70
SL1344_2771	1.77	0.87	79.79	5.86	0.43	1.27	0.00	2.38	2.19	0.31	2.02	0.48	1.08	0.50	0.39	1.38	11.14
SL1344_2772	2.64	2.76	148.01	7.67	1.03	2.65	4.23	3.26	4.88	4.21	4.96	6.52	2.96	3.66	3.96	4.31	11.66
SL1344_0267	2.27	1.40	2.30	1.13	0.46	0.00	2.42	2.97	1.54	1.25	1.15	2.49	2.34	2.20	0.16	1.66	4.73
SL1344_2773	1.09	0.77	18.78	21.48	43.13	0.42	3.83	1.63	0.48	0.41	0.51	12.22	3.18	5.73	5.47	4.25	129.54
SL1344_2774	0.85	1.80	21.33	13.01	35.60	0.55	1.16	1.27	0.94	0.86	0.69	12.70	3.64	5.05	1.76	2.83	104.54
SL1344_2775	0.53	0.52	20.40	11.60	11.64	0.10	0.68	0.56	0.82	0.56	0.78	8.47	3.28	4.65	1.12	1.82	51.87
SL1344_2776	0.84	0.74	24.60	10.55	20.06	0.54	0.64	1.25	1.76	0.85	0.39	8.34	3.91	6.94	1.34	1.96	39.75
SL1344_2777	4.28	3.93	14.12	9.02	9.99	3.26	4.92	4.35	4.42	5.61	2.68	7.35	6.35	6.13	5.39	6.16	21.98
SL1344_2778	3.40	4.49	12.33	8.57	5.23	4.29	8.24	4.24	4.57	4.80	5.36	7.83	6.32	8.50	3.42	11.67	14.29
SL1344_2779	10.94	13.11	66.23	168.02	112.31	17.24	507.63	36.08	41.37	66.10	114.76	140.24	61.75	145.89	66.21	196.01	129.26
SL1344_2780	17.48	21.63	139.04	212.64	1130.59	56.88	1452.96	75.63	65.57	114.94	156.74	225.57	59.19	68.06	80.25	266.76	125.69
SL1344_2781	10.27	7.94	9.63	5.11	36.42	12.15	42.57	12.02	14.45	10.21	19.36	20.87	6.71	4.09	6.09	62.88	21.77
SL1344_2782	6.99	5.76	5.82	6.57	2.95	4.46	16.81	9.81	7.68	9.00	24.68	15.97	5.83	7.83	5.69	99.75	24.89
SL1344_0268	1.64	0.51	1.54	0.95	0.17	1.20	1.87	1.62	2.47	1.36	1.34	1.32	2.15	1.53	0.34	0.84	3.44
SL1344_2783	1542.77	1031.03	555.72	280.54	29.62	324.11	5196.19	1076.21	924.69	268.01	179.03	490.51	598.24	311.26	144.00	455.37	235.73
SL1344_2784	31.45	24.94	119.64	119.27	21.05	23.71	76.75	48.37	49.33	279.51	604.47	257.34	6.70	11.37	66.97	68.14	22.20
SL1344_2785	14.47	21.69	13.70	4.94	5.68	11.06	281.31	33.81	17.69	11.23	8.58	25.53	17.75	18.31	4.16	8.90	33.71
SL1344_2786	4.09	16.29	108.42	163.56	163.90	20.86	361.69	84.64	44.39	70.57	89.18	252.39	60.48	235.90	22.05	100.26	176.47
SL1344_2787	11.96	10.25	10.21	9.39	19.86	7.57	28.42	22.74	18.03	11.48	9.00	13.24	9.31	5.86	6.81	8.98	11.76
SL1344_2788	2.14	5.73	2.67	1.65	0.14	3.85	10.28	4.53	5.25	3.14	2.03	4.34	2.79	3.78	0.99	6.95	4.76
SL1344_2789	0.00	0.00	0.55	3.47	0.35	0.79	1.86	1.96	3.38	0.77	0.71	0.00	0.76	0.62	0.97	1.70	1.25
SL1344_ncRNA_183	18.12	25.05	2.66	0.00	47.50	4.80	45.58	118.09	540.80	16.00	6.08	4.33	11.60	0.75	130.89	28.69	203.55
SL1344_2790	11.28	31.77	1.96	0.42	9.90	2.26	72.34	198.85	542.40	2.77	0.00	4.24	16.36	3.10	36.02	17.11	251.84
SL1344_0002	26.31	8.94	9.74	11.16	1.84	6.91	30.86	15.63	16.44	11.67	9.91	17.56	224.43	56.26	18.55	312.82	41.22
SL1344_0025	1.41	2.79	2.64	0.56	0.11	0.76	1.81	1.05	1.97	1.49	0.69	1.72	1.96	1.00	0.47	1.32	3.76
SL1344_2791	12.35	29.63	0.47	0.25	1.67	1.69	22.81	102.29	383.94	1.98	0.00	4.56	13.36	1.06	3.55	6.13	230.38
SL1344_2792	9.95	22.84	1.25	0.33	2.26	1.87	27.40	94.91	310.24	2.09	0.41	3.73	11.34	1.93	1.88	7.93	152.74
SL1344_2793	25.77	41.17	12.40	7.64	28.27	13.84	73.58	137.06	460.78	13.28	5.87	14.30	26.05	9.74	19.48	43.95	191.10
SL1344_2794	31.28	17.85	12.93	13.47	3.57	29.91	1547.98	38.71	47.95	4.62	4.79	26.71	285.17	22.95	22.45	140.01	36.58
SL1344_2795	11.83	9.99	5.41	8.80	1.52	14.42	723.47	16.09	19.36	3.82	2.59	14.26	151.63	10.11	14.49	87.27	17.01
SL1344_2796	10.80	8.20	7.62	10.33	1.87	7.36	731.58	15.13	17.23	3.54	3.02	11.07	165.37	11.46	15.33	35.56	47.58
SL1344_2797	11.28	6.57	7.78	3.78	1.42	12.85	80.80	10.58	10.36	7.55	3.80	8.78	11.51	5.41	3.18	15.47	16.28
SL1344_2798	223.26	201.65	95.75	38.03	14.90	208.18	265.03	324.75	197.04	143.20	120.35	116.06	94.79	99.82	19.24	192.83	190.66
SL1344_2799	87.74	66.73	36.75	16.77	2.12	61.11	58.67	94.21	55.27	36.89	31.48	37.32	36.54	26.23	7.46	54.61	80.97
SL1344_2800	54.68	43.69	20.71	8.80	0.61	44.95	33.82	51.77	34.30	21.85	21.88	18.44	20.15	19.78	2.62	35.31	30.64
SL1344_0270	3.10	2.55	5.59	2.97	3.62	2.48	6.62	1.55	2.94	1.82	0.56	3.73	4.19	3.17	1.54	3.49	9.20
