SL1344_v1	EEP	MEP	LEP	ESP	LSP	25C	NaCl	Bile	Low_Fe	NoO2S	NoO2	Oxygen	NonSPI2	InSPI2	Peroxide	NO	Macrophage
SL1344_1690	2.17	1.10	2.71	152.38	4.41	0.36	0.84	1.41	1.26	431.56	4.41	1.35	1.49	0.71	0.53	3.81	4.83
SL1344_1691	1.38	0.85	2.22	119.70	2.47	0.34	0.78	1.67	0.78	446.96	4.26	1.35	1.12	1.05	0.87	2.81	4.17
SL1344_1692	0.98	0.52	2.95	56.95	2.36	0.18	0.83	1.05	0.76	506.07	3.99	0.98	0.46	0.71	0.33	2.64	2.22
SL1344_ncRNA_115	89.06	96.49	243.07	7689.62	387.49	23.54	34.68	63.27	58.98	10813.80	139.53	84.76	68.38	106.43	86.07	459.18	126.86
SL1344_1693	5.88	4.98	22.05	423.17	23.06	1.54	2.14	5.26	3.37	1232.82	8.19	4.52	3.83	6.13	3.93	27.47	8.81
SL1344_0166	201.51	131.68	56.60	20.58	3.94	106.94	54.01	176.14	32.15	9.60	5.15	56.43	135.43	37.11	7.46	4.92	37.40
SL1344_1694	15.98	17.52	26.58	25.98	3.75	8.70	6.98	29.42	12.72	82.42	7.47	10.99	11.16	15.42	3.98	17.70	37.66
SL1344_1695	24.60	26.01	36.64	67.32	5.84	18.23	10.11	43.01	19.63	184.29	12.16	14.54	22.01	32.55	15.02	38.85	58.95
SL1344_1696	8.12	6.12	12.40	13.19	15.43	4.94	40.27	13.27	8.91	9.13	15.74	34.11	12.00	18.53	8.62	21.63	44.17
SL1344_1697	55.11	60.79	47.52	50.95	6.65	30.89	101.53	78.99	74.21	31.83	69.08	55.04	55.30	40.67	26.46	30.13	85.73
SL1344_1698	12.00	16.11	132.24	230.21	299.49	11.57	426.94	26.98	31.15	11.04	75.82	163.40	89.09	192.72	36.20	101.85	105.79
SL1344_1699	33.91	23.64	20.85	21.43	20.36	32.23	59.62	61.72	12.28	4.26	6.38	32.14	32.20	8.33	3.88	10.50	78.97
SL1344_1700	70.22	67.15	82.70	83.85	9.87	41.62	40.57	105.31	75.42	64.87	88.45	85.96	77.15	44.53	23.68	54.18	71.42
SL1344_1701	86.58	77.56	61.87	46.28	4.99	55.18	28.06	107.20	39.11	18.24	50.10	80.05	78.23	46.01	7.52	36.59	56.48
SL1344_1702	64.70	46.64	31.81	20.72	11.14	35.53	16.28	55.00	14.39	13.56	22.06	36.71	39.62	33.41	2.19	20.57	42.54
SL1344_1703	40.54	31.61	20.20	16.68	6.29	29.06	8.46	42.29	8.15	7.86	11.12	27.78	32.87	16.51	4.61	14.79	24.37
SL1344_ncRNA_3	10.70	14.90	24.06	22.27	13.80	19.67	17.42	26.74	35.76	46.82	32.64	11.06	23.00	17.84	27.79	57.10	5.10
SL1344_0167	102.28	66.38	34.22	16.12	3.29	69.18	35.70	91.80	25.60	22.84	8.16	34.26	81.14	29.75	16.88	6.50	58.86
SL1344_1704	60.76	49.22	35.58	25.77	3.01	42.85	10.71	64.53	8.69	12.10	18.38	45.04	49.96	24.95	9.22	18.75	43.06
SL1344_1705	68.14	57.31	61.00	51.40	6.52	60.90	38.62	81.54	33.39	52.90	75.22	72.10	67.23	56.59	64.88	60.09	64.07
SL1344_1706	17.31	15.13	30.02	38.13	5.99	11.02	20.52	29.19	15.81	7.53	33.35	59.73	23.39	19.24	3.34	26.87	37.18
SL1344_1707	117.62	108.27	128.55	102.34	7.71	67.49	48.71	125.29	64.28	40.30	86.45	147.27	134.10	93.58	29.29	57.80	100.16
SL1344_1708	197.43	164.99	196.95	152.81	5.79	98.18	39.61	262.83	68.88	48.29	79.98	195.12	249.16	136.43	34.32	55.03	220.97
SL1344_1709	12.83	14.05	17.98	10.85	5.33	13.75	3.67	17.17	3.91	4.82	6.97	9.91	9.09	11.49	3.47	5.72	13.39
SL1344_1710	6.00	14.03	100.51	522.30	56.53	4.63	348.50	75.17	139.06	2169.91	237.43	41.05	11.44	18.12	114.60	16.17	148.90
SL1344_1711	45.20	38.71	33.20	31.64	10.50	26.12	36.55	69.91	32.90	21.69	18.82	22.44	32.54	13.42	5.71	13.04	31.83
SL1344_1712	88.63	76.58	65.79	57.01	15.67	65.16	30.77	102.69	45.01	26.87	42.83	68.02	66.26	31.53	33.90	31.76	52.61
SL1344_1713	18.83	18.61	17.00	11.80	4.05	26.47	26.44	16.35	9.32	18.61	21.75	16.16	16.20	19.27	11.22	8.58	13.32
SL1344_0168	64.02	72.71	51.36	35.02	9.54	87.09	94.67	83.44	75.27	48.99	72.24	60.58	73.56	124.40	26.45	56.24	102.59
SL1344_1714	0.92	0.06	0.30	1.28	3.12	0.23	0.11	0.13	0.07	0.52	84.26	0.76	0.32	0.14	0.00	0.56	0.27
SL1344_1715	1.40	0.87	0.92	1.82	2.89	0.48	1.33	1.03	1.00	2.13	59.87	2.04	1.38	0.79	0.33	0.96	1.32
SL1344_1716	1.84	0.09	0.45	1.71	6.92	0.12	0.33	0.39	0.41	0.27	71.56	0.58	0.18	0.21	0.44	0.85	0.86
SL1344_1717	1.29	0.33	0.37	1.69	3.74	0.14	0.60	0.48	0.88	0.33	62.74	1.60	0.44	0.59	0.18	1.10	1.00
SL1344_1718	0.48	0.16	0.54	1.81	3.28	0.64	0.89	0.71	0.37	0.97	63.73	3.28	0.87	1.12	0.00	1.09	0.81
SL1344_1719	0.83	0.15	0.97	0.94	3.48	0.20	0.42	0.34	0.35	1.27	40.16	1.56	0.26	0.59	0.13	0.65	2.31
SL1344_1720	2.33	0.51	0.68	1.68	6.08	0.28	0.93	0.51	0.44	0.44	36.13	1.38	0.86	0.65	0.10	1.40	2.03
SL1344_1721	4.24	1.14	0.73	2.10	8.43	0.98	0.84	1.00	1.05	0.86	29.38	1.92	1.36	1.33	0.66	2.19	4.70
SL1344_ncRNA_116	17.72	28.21	35.64	23.83	28.32	17.65	57.21	38.77	40.57	41.56	31.28	37.53	61.45	51.93	17.44	47.56	17.02
SL1344_0169	10.89	6.06	9.46	15.78	4.11	6.56	9.79	16.66	27.30	20.33	8.97	11.80	29.68	42.95	41.83	63.08	13.78
SL1344_1723	16.09	26.84	187.13	183.33	23.27	27.80	70.32	50.54	150.61	23.52	12.90	64.46	3.40	4.30	8.42	7.25	42.13
SL1344_1724	3.08	3.99	24.22	60.75	17.80	2.91	14.58	7.62	6.19	5.94	16.71	16.90	7.82	18.68	8.76	21.41	52.27
SL1344_1725	7.33	1.54	22.95	81.51	107.62	0.34	37.16	2.81	5.29	8.08	52.83	35.95	16.00	31.13	23.32	112.37	113.36
SL1344_1726	32.63	56.52	66.09	60.82	5.33	32.17	53.87	95.61	39.45	23.03	67.74	84.11	11.49	2.20	1.31	2.99	5.38
SL1344_1727	25.64	25.43	15.21	13.09	2.76	20.66	7.04	35.48	11.36	6.40	10.93	21.20	20.82	14.10	1.83	12.20	22.63
SL1344_1728	8.78	8.68	10.11	14.10	7.31	6.95	15.16	12.87	9.88	15.07	13.94	15.68	13.05	14.93	6.48	26.59	24.57
SL1344_1729	22.41	32.98	39.74	46.38	25.68	29.63	36.53	46.79	49.05	74.82	42.88	46.04	32.62	37.67	19.31	45.26	33.04
SL1344_1730	7.62	8.51	75.61	44.63	17.78	3.45	67.88	24.53	64.80	5.66	5.22	54.27	3.84	4.57	11.97	9.94	36.78
SL1344_1731	7.47	11.82	89.20	59.52	34.61	3.17	168.88	33.96	123.90	4.89	4.41	61.30	3.95	6.17	25.61	11.12	71.71
SL1344_1732	3.19	1.87	15.90	40.22	21.42	2.19	45.69	4.05	8.72	47.51	41.84	27.44	9.02	20.15	46.40	101.14	60.56
SL1344_0170	8.17	4.19	17.86	33.63	81.17	8.41	36.39	9.22	5.65	4.37	23.11	32.56	14.06	28.37	19.29	60.66	35.35
SL1344_1733	43.31	45.58	63.49	104.31	24.96	39.64	66.46	104.05	107.64	176.79	65.75	48.51	46.56	65.99	69.55	64.40	130.40
SL1344_1734	24.24	27.54	27.32	27.53	8.03	15.85	29.71	44.80	28.52	12.53	37.32	44.66	31.86	16.57	7.40	20.45	17.91
SL1344_1735	221.32	246.35	135.74	91.67	16.36	244.93	116.31	245.30	168.69	39.64	121.32	166.56	158.32	197.49	46.42	116.12	176.03
SL1344_1736	4.90	2.86	4.68	2.24	15.54	6.04	2.80	6.90	9.85	5.16	2.60	2.34	1.94	3.69	2.97	122.18	171.67
SL1344_1737	325.47	584.45	516.95	621.48	135.74	143.92	1332.03	359.88	735.94	917.75	842.98	484.19	103.64	73.37	268.06	222.87	83.38
SL1344_ncRNA_117	17.31	24.11	110.00	74.80	33.15	8.68	88.59	48.08	52.83	50.50	46.69	41.75	11.91	30.00	19.79	49.69	35.17
SL1344_1738	27.65	27.53	66.64	143.99	501.47	60.16	136.03	24.47	69.18	73.46	182.47	103.45	47.06	75.74	110.24	178.19	78.07
SL1344_1739	76.46	67.42	49.51	37.69	19.85	53.45	28.76	85.55	18.29	35.18	39.60	51.47	64.95	31.25	7.52	24.89	59.92
SL1344_1740	41.70	37.20	39.14	57.09	53.91	22.02	40.97	64.93	38.62	34.10	48.37	70.24	45.03	27.97	21.54	36.38	46.58
SL1344_1741	56.28	69.14	64.94	91.33	249.73	36.46	53.25	117.72	82.27	125.96	83.71	97.69	83.93	78.29	51.12	78.82	95.83
SL1344_0171	287.72	224.67	131.86	75.31	22.35	218.96	100.96	253.60	104.84	32.63	54.52	92.80	122.02	75.84	24.49	84.68	53.77
SL1344_1742	102.35	99.70	199.24	195.91	12.60	69.70	111.35	191.86	141.13	69.65	143.65	284.19	125.18	49.37	8.00	45.28	72.18
SL1344_1743	177.67	170.80	304.75	360.00	10.75	137.66	127.55	269.64	267.91	123.46	257.95	401.06	188.83	73.38	47.91	83.17	114.46
SL1344_1744	295.92	290.65	544.64	622.20	17.20	196.56	206.14	472.95	579.64	226.63	488.85	676.91	329.39	100.36	138.63	174.90	154.39
SL1344_1745	14.81	8.83	7.61	7.07	3.53	18.28	2.23	8.61	2.85	2.43	5.32	9.61	8.50	7.91	1.56	6.81	27.72
SL1344_1747	30.98	26.94	23.44	18.48	44.06	36.33	41.83	22.31	34.99	12.12	10.47	15.88	19.68	13.63	18.34	11.32	68.45
SL1344_1748	50.94	40.51	29.91	23.02	11.40	53.34	27.96	55.11	25.69	9.25	29.66	35.45	44.24	31.99	13.50	25.92	108.16
SL1344_1749	72.15	75.22	44.56	26.32	7.45	90.05	55.69	104.67	27.92	19.26	28.91	44.53	69.90	51.89	4.76	19.61	67.04
SL1344_1750	17.78	16.75	12.44	10.49	2.40	16.05	7.69	32.26	10.28	5.17	11.70	18.95	15.84	11.45	2.46	8.09	18.62
SL1344_1751	264.28	349.50	245.43	186.68	23.28	315.21	736.21	363.22	421.96	142.87	243.75	274.67	352.01	343.80	130.16	189.63	151.43
SL1344_0172	270.69	227.58	132.10	76.25	17.28	173.39	324.10	428.12	360.41	61.55	70.07	166.14	358.10	320.93	59.73	253.17	243.17
SL1344_1752	111.91	144.94	84.19	83.08	26.24	102.16	106.78	177.30	145.09	218.88	110.36	75.62	52.30	93.70	66.78	45.12	139.27
SL1344_1753	20.57	20.31	26.21	28.30	4.55	18.00	19.97	32.84	26.15	10.96	24.97	35.14	24.02	23.89	7.67	24.70	68.60
SL1344_1754	13.66	10.46	15.51	18.54	5.83	8.91	6.20	23.44	15.24	7.78	15.79	22.23	16.66	15.34	5.54	18.27	40.82
SL1344_1755	65.48	76.23	95.97	93.73	9.05	90.32	12.26	99.34	79.39	43.48	47.74	71.49	16.74	15.84	6.49	22.75	42.02
SL1344_1756	4.34	4.01	5.17	6.63	8.31	2.92	3.93	3.77	5.21	3.50	7.16	4.40	2.28	5.32	1.72	14.18	9.41
SL1344_1757	8.03	7.05	8.64	9.19	5.37	2.37	3.22	7.14	13.50	11.34	6.12	12.53	7.73	12.86	2.88	9.68	52.60
SL1344_1759	55.91	36.00	121.25	281.29	11.07	32.11	26.04	76.40	106.16	625.90	146.36	50.40	243.17	51.62	100.34	32.58	139.54
SL1344_1760	44.06	28.94	87.45	187.15	10.01	24.58	7.02	40.65	45.24	392.41	93.15	40.87	178.69	33.75	67.31	20.56	125.87
SL1344_1761	41.81	34.48	95.74	210.73	11.62	32.94	15.70	43.37	56.93	511.93	120.55	57.40	186.00	56.99	135.03	33.44	266.71
SL1344_0173	23.09	19.66	18.71	19.32	4.55	20.49	21.67	48.21	23.29	11.61	12.36	21.32	18.17	14.85	5.59	17.05	35.36
SL1344_1762	8.83	3.27	7.21	11.20	5.26	3.19	3.91	10.90	6.19	13.87	8.33	3.13	14.17	9.79	1.86	6.22	34.58
SL1344_1763	37.77	41.24	35.86	21.47	7.77	16.69	10.55	61.24	8.83	28.83	36.71	14.44	28.71	22.51	6.51	30.48	16.73
SL1344_1764	37.38	28.21	14.41	7.36	4.99	28.23	11.07	36.32	6.37	3.74	7.83	13.78	21.78	26.15	3.96	8.45	69.33
SL1344_1765	7.36	6.71	6.71	6.14	3.62	4.97	10.68	18.76	3.98	3.14	5.58	7.27	7.24	20.03	3.03	6.72	90.08
SL1344_1766	2654.49	4763.14	5924.42	3723.33	122.44	4222.03	2648.72	2058.99	7131.22	1331.88	2388.62	2763.36	6566.87	8777.31	499.70	1936.75	4236.36
SL1344_1767	2947.56	5600.59	7348.33	4399.52	299.37	5418.38	3292.28	3108.04	8185.23	1789.45	2775.60	3495.68	7207.72	11631.84	812.80	2059.34	6230.81
SL1344_ncRNA_118	18.66	28.73	99.13	219.79	57.41	8.98	63.90	39.81	79.84	446.49	590.07	108.02	41.59	54.47	98.66	103.26	37.34
SL1344_1768	297.98	264.17	289.77	241.31	12.80	295.25	278.47	460.95	143.80	162.05	332.98	449.82	249.74	1116.20	623.65	383.28	1913.05
SL1344_1769	483.10	543.37	883.88	1206.70	82.11	462.89	1060.11	1350.04	361.14	906.00	879.79	1183.42	641.13	6661.46	3738.95	1869.45	6965.25
SL1344_1770	20.69	25.30	470.85	558.97	36.53	14.37	141.95	31.93	64.64	35.98	521.84	1025.23	25.68	99.05	51.36	83.18	97.25
SL1344_0174	15.84	14.95	13.21	15.43	7.27	16.61	15.20	37.88	14.25	9.77	12.12	16.82	16.00	9.75	3.95	11.53	32.13
SL1344_1771	139.37	110.07	100.96	101.80	11.34	81.51	68.11	168.78	99.07	71.89	105.23	112.21	94.97	51.01	65.17	72.81	69.67
SL1344_1772	7.58	7.39	6.81	10.76	7.28	7.75	8.44	8.73	6.03	4.34	11.66	9.70	9.36	14.93	5.87	18.92	39.66
SL1344_1773	79.14	82.07	84.47	80.97	18.79	53.21	75.93	112.85	140.79	49.35	48.01	119.36	85.47	35.28	39.55	35.67	97.96
SL1344_1774	132.08	117.50	104.87	73.75	6.79	127.82	38.32	173.73	68.98	36.97	54.05	118.87	150.88	102.63	18.53	72.81	165.75
SL1344_1775	356.59	316.49	227.54	168.04	11.76	255.56	122.60	537.69	192.12	61.67	115.28	264.64	291.17	163.52	43.33	114.43	339.88
SL1344_1776	159.08	139.40	118.86	117.07	91.25	82.62	251.40	301.51	214.43	121.46	102.52	160.52	205.84	254.35	319.28	227.28	260.83
SL1344_1777	16.91	15.10	20.62	28.06	34.45	19.14	44.79	23.29	18.73	23.91	22.56	26.89	19.21	41.85	24.67	48.37	105.15
SL1344_1778	16.83	14.67	21.27	23.87	8.30	15.36	15.38	24.49	15.11	13.02	18.81	26.67	22.14	27.51	6.83	39.06	67.62
SL1344_1779	19.41	17.98	10.82	8.19	3.56	20.52	3.98	23.34	4.88	5.09	5.59	13.58	15.68	11.97	2.37	7.47	17.89
SL1344_1780	23.10	17.68	66.05	80.11	90.19	24.43	272.91	19.99	19.36	15.13	74.96	92.84	85.55	474.19	172.38	401.24	524.72
SL1344_0175	3.27	2.83	2.85	5.04	4.02	2.23	2.33	2.71	2.63	3.62	4.73	2.80	2.50	3.50	2.57	6.27	3.10
SL1344_1781	13.11	12.60	36.00	46.20	92.05	8.54	68.17	25.39	43.76	52.69	61.34	44.19	25.90	45.62	29.62	80.36	67.68
SL1344_1782	2.17	1.10	6.77	12.26	10.10	0.66	7.54	4.28	2.99	2.10	5.87	10.53	5.30	23.01	2.05	14.73	161.03
SL1344_1783	34.84	37.27	87.87	203.14	87.75	33.50	29.87	50.88	30.03	37.53	52.75	96.78	61.67	582.63	393.41	188.75	5897.12
SL1344_1784	16.63	2.97	185.42	436.09	5.09	0.83	3.47	1.19	0.31	1.22	46.79	141.82	16.21	8.30	5.10	7.49	9.27
SL1344_1785	6.66	4.61	5.85	6.65	3.05	10.22	8.47	6.14	1.70	57.39	20.35	5.91	2.91	14.79	4.59	12.31	33.49
SL1344_1786	25.36	23.36	33.74	33.55	7.21	19.48	24.59	38.36	18.19	41.46	41.21	40.48	32.38	77.78	29.26	34.78	207.03
SL1344_1787	41.37	31.97	95.30	51.74	10.49	16.60	54.74	66.04	92.62	8.86	20.97	123.52	118.36	86.19	18.09	104.49	78.59
SL1344_ncRNA_119	32.10	33.44	24.36	34.46	15.48	26.98	41.81	36.17	22.39	64.21	53.52	28.44	40.69	85.63	74.71	92.93	75.23
SL1344_0176	1.87	1.10	1.84	2.04	2.06	0.61	0.84	1.60	0.76	1.00	1.58	2.02	1.58	1.40	0.23	2.96	1.08
SL1344_1791	4.29	2.48	3.28	2.55	4.60	1.43	5.70	1.53	3.74	7.70	6.18	5.19	3.90	6.97	3.31	5.41	5.26
SL1344_ncRNA_121	100.03	159.62	394.06	303.49	126.83	276.95	750.68	233.28	882.79	142.15	290.04	602.92	520.12	913.80	1240.66	1398.29	438.96
SL1344_ncRNA_122	776.75	1111.76	2683.23	5754.22	126628.73	1250.77	1339.84	1463.41	931.40	1812.34	3854.55	3887.02	2012.41	7210.25	4655.88	9851.58	3722.38
SL1344_1807	45.29	40.16	47.68	38.84	4.61	36.24	47.04	78.59	42.28	28.51	42.26	95.34	60.43	29.82	9.37	32.51	50.58
SL1344_1808	49.68	45.55	54.94	52.77	8.67	39.54	67.44	107.91	65.50	39.98	57.61	111.63	74.60	31.26	14.70	40.56	67.65
SL1344_1809	33.48	35.47	48.68	65.40	21.41	28.69	124.25	91.91	71.44	57.74	51.54	93.53	64.59	48.75	56.65	53.35	114.90
SL1344_1810	109.15	118.17	64.33	21.11	7.07	64.20	167.76	219.53	36.02	20.82	20.43	49.39	93.89	57.16	5.10	21.45	44.25
SL1344_1811	20.55	16.35	26.49	34.21	51.49	9.55	105.26	33.70	25.71	15.64	58.67	40.38	25.58	54.52	51.74	61.17	53.27
SL1344_0016	3.85	1.71	1.86	2.06	2.82	1.61	4.48	2.68	1.96	3.30	3.45	0.90	2.07	1.61	1.90	4.25	1.69
SL1344_0177	3.67	1.52	3.78	4.34	5.99	0.38	3.32	1.67	1.31	2.00	4.09	3.26	2.07	3.39	1.48	7.54	2.63
SL1344_1812	31.00	32.98	43.58	46.55	8.80	18.82	60.59	71.62	51.43	25.62	64.99	65.78	55.30	53.62	12.46	57.12	79.81
SL1344_1813	7.26	7.20	13.35	24.88	15.32	5.86	14.85	11.13	10.08	16.53	20.72	24.64	17.18	15.35	13.50	32.04	42.90
SL1344_ncRNA_123	258.23	408.71	486.56	351.33	674.90	100.95	812.60	17.24	320.66	773.05	171.41	263.66	952.16	649.82	609.31	479.51	31.40
SL1344_1814	12.76	9.67	27.46	45.36	22.48	13.94	33.35	20.56	12.68	10.82	26.46	41.81	29.62	24.61	79.04	45.42	97.01
SL1344_1815	29.46	31.68	108.45	162.80	42.13	27.73	60.24	52.93	36.36	35.43	62.91	122.71	75.44	89.18	208.17	135.83	181.95
SL1344_1816	27.23	23.54	28.07	48.75	11.42	19.54	69.21	30.74	16.21	26.28	18.09	41.00	38.53	41.69	401.90	64.40	130.26
SL1344_1817	3.92	3.75	4.86	47.44	3.78	2.26	4.56	4.90	4.12	4.73	4.05	6.35	47.24	25.70	6.25	4.44	36.13
SL1344_1818	29.25	22.42	30.12	50.16	3.76	18.89	19.38	57.08	29.11	24.85	56.21	49.44	36.24	24.20	17.15	20.41	43.52
SL1344_1819	13.22	8.26	8.44	11.65	4.42	6.49	5.94	15.08	8.86	10.52	17.75	14.80	12.14	7.65	5.83	5.91	13.69
SL1344_ncRNA_124	95.74	100.96	89.26	118.93	60.21	100.92	82.78	170.16	239.60	160.27	149.38	142.02	151.08	95.44	170.86	203.89	42.73
SL1344_0178	2.62	1.09	1.94	5.21	9.50	0.48	4.88	2.38	1.94	9.61	5.56	1.48	2.79	2.06	2.57	3.53	2.63
SL1344_1820	49.19	49.77	36.54	53.58	8.57	40.16	30.94	118.12	82.98	29.54	34.96	58.70	55.39	34.29	41.28	46.53	52.24
SL1344_1821	10.64	16.91	22.41	46.10	6.10	11.36	12.65	55.81	70.42	150.21	51.73	22.85	18.96	15.01	7.37	15.39	21.30
SL1344_1822	23.38	32.47	35.32	85.49	7.89	22.56	14.41	83.43	83.95	131.52	115.68	58.64	35.22	32.94	15.21	35.30	48.47
SL1344_1823	40.33	35.42	34.27	34.00	11.10	36.69	27.80	58.61	31.67	38.44	32.62	42.26	31.61	32.27	27.70	28.27	51.43
SL1344_1824	39.14	33.13	47.16	54.33	7.94	49.47	26.63	71.91	29.53	15.85	34.19	84.72	48.45	40.14	6.55	21.25	103.66
SL1344_1825	38.48	37.35	51.38	52.41	13.05	51.20	32.34	65.83	43.61	24.89	39.06	76.04	46.24	34.12	5.33	19.24	92.36
SL1344_1826	24.38	28.07	22.31	21.59	8.82	20.98	11.86	25.57	23.89	36.00	37.27	23.51	22.25	18.94	12.12	17.77	18.37
SL1344_1827	18.73	14.00	12.05	10.74	7.98	11.05	2.74	15.90	8.75	9.83	17.27	13.39	14.06	9.24	4.55	11.87	12.48
SL1344_1828	25.64	22.54	22.85	28.27	5.70	18.95	15.30	47.29	21.53	7.26	21.85	40.28	33.37	20.33	12.24	29.35	50.53
SL1344_1829	38.35	33.63	34.57	37.93	9.07	29.93	34.02	66.65	35.42	14.71	35.23	51.69	47.99	34.29	32.49	44.20	70.73
SL1344_0179	7.88	4.73	5.75	56.21	9.85	1.56	5.43	3.57	3.90	545.82	74.00	4.34	4.82	6.18	7.03	2.57	11.88
SL1344_1832	2.79	2.17	4.87	5.76	8.24	1.58	8.18	3.21	5.23	5.38	5.69	7.89	4.42	2.35	3.39	6.59	3.68
SL1344_1833	168.34	132.79	87.62	74.20	2.31	88.49	29.58	267.75	74.77	23.07	38.83	97.71	144.86	58.01	18.44	30.93	102.07
SL1344_1834	104.46	87.17	68.75	69.65	6.59	57.78	31.48	197.09	60.51	29.97	36.08	80.49	103.30	71.54	21.78	40.25	147.59
SL1344_1835	167.47	157.67	101.85	101.34	4.00	108.84	52.07	340.02	77.77	42.15	61.94	118.85	148.12	105.20	35.77	53.61	267.76
SL1344_1836	108.88	88.03	68.01	64.86	5.50	74.52	36.47	147.83	40.18	20.79	33.29	74.38	98.94	73.37	22.53	41.33	135.85
SL1344_1837	15.20	14.25	17.10	25.57	10.32	9.56	25.96	30.11	20.83	10.36	24.91	33.11	21.69	25.72	17.25	40.68	103.57
SL1344_1838	9.65	10.17	10.83	16.16	5.82	7.98	14.75	25.89	15.33	4.18	16.32	17.00	18.14	15.70	9.59	27.74	49.84
SL1344_1839	80.30	87.25	100.81	95.16	23.47	53.47	57.16	100.39	93.33	79.40	115.02	120.81	90.34	101.89	79.58	84.66	100.66
SL1344_0180	19.22	16.61	12.49	11.43	6.27	10.97	8.07	16.13	7.71	50.32	21.84	12.14	15.34	15.74	2.91	11.24	46.13
SL1344_1840	80.10	71.41	54.85	39.87	5.35	56.62	16.08	93.39	23.40	27.88	48.04	60.51	67.11	48.54	12.93	34.63	73.08
SL1344_1841	51.18	40.45	29.40	23.02	3.10	36.60	5.91	66.47	15.68	17.01	26.66	37.07	38.84	25.73	5.99	21.42	38.74
SL1344_ncRNA_125	18.46	16.57	21.75	36.92	146.59	15.99	112.04	26.80	38.29	43.11	65.44	32.96	38.39	95.80	48.66	87.54	2202.14
SL1344_1842	16.44	15.86	16.44	20.59	22.28	11.85	36.67	27.92	20.11	12.31	18.72	21.56	24.21	37.47	14.81	23.07	567.66
SL1344_1843	25.05	27.31	20.40	14.28	6.98	16.60	9.45	40.86	14.17	5.49	9.22	20.90	30.19	26.47	3.56	13.04	22.43
SL1344_1844	65.13	61.65	53.76	48.56	6.01	44.83	16.54	82.10	25.02	32.36	15.64	42.09	52.04	29.68	8.96	15.29	41.04
SL1344_1845	3.40	1.74	1.53	1.91	2.93	2.11	1.92	5.53	1.56	2.77	1.71	2.47	1.77	10.77	1.48	2.29	28.10
SL1344_1846	10.54	8.73	9.03	8.98	3.65	10.03	3.46	7.58	5.37	6.95	7.65	14.03	6.36	4.69	2.11	4.91	8.75
SL1344_1847	23.26	27.87	38.16	32.41	11.06	30.66	7.62	30.38	20.94	18.44	21.03	57.55	7.44	3.21	4.76	4.66	3.68
SL1344_1848	26.39	32.67	43.09	36.83	4.26	30.86	6.61	38.71	22.02	6.77	16.88	61.64	7.82	1.89	0.72	2.32	3.81
SL1344_ncRNA_19	31.17	41.03	24.56	9.78	5.26	28.34	46.39	29.77	45.65	24.66	31.74	21.13	30.01	36.19	10.36	39.03	11.89
SL1344_1849	55.28	72.93	91.94	70.89	2.93	63.33	12.35	62.52	43.18	10.78	35.92	120.88	11.89	1.53	0.42	1.24	2.15
SL1344_1850	72.38	136.61	206.51	303.89	4.67	71.99	82.36	247.84	182.52	89.06	243.38	235.41	28.32	5.94	3.40	9.19	12.42
SL1344_1851	72.62	135.56	234.01	366.04	11.30	79.23	116.08	267.85	185.13	131.86	264.41	267.33	35.31	7.25	7.96	11.65	15.39
SL1344_1852	53.98	101.53	149.70	169.77	4.30	45.50	91.10	130.33	117.81	74.98	179.09	150.54	20.04	2.64	1.22	5.82	3.45
SL1344_1853	35.07	74.86	131.41	182.51	4.38	41.04	88.56	128.06	82.64	108.20	217.95	146.38	18.97	2.04	1.42	3.67	4.40
SL1344_1854	42.79	93.65	160.12	234.38	9.99	46.42	149.83	131.21	183.14	219.73	254.17	170.92	24.32	2.56	4.09	7.19	3.51
SL1344_1855	180.61	370.36	516.23	789.50	17.72	159.59	332.73	401.39	452.08	281.07	671.00	571.67	105.88	22.53	17.40	39.38	26.89
SL1344_1856	70.58	133.85	196.92	253.38	5.11	64.68	117.62	204.54	137.52	60.71	206.00	243.18	42.58	10.37	3.42	9.70	11.37
SL1344_1857	69.32	115.35	179.27	207.44	4.34	60.07	124.86	197.37	149.34	149.77	225.98	214.73	37.17	10.03	1.84	6.84	9.90
SL1344_1858	60.41	99.26	162.95	217.87	6.60	63.72	186.10	166.61	153.93	144.56	199.10	193.59	35.12	10.68	2.12	9.77	15.54
SL1344_0181	172.17	157.25	165.30	143.92	14.26	96.92	76.08	225.21	225.85	84.34	129.60	190.26	258.70	202.80	43.11	113.48	160.36
SL1344_1859	123.68	154.32	321.16	362.46	17.73	104.38	234.63	178.29	262.99	295.63	478.91	384.31	175.74	66.07	23.94	88.92	58.72
SL1344_1860	141.98	140.63	346.04	366.69	8.43	96.65	64.85	171.98	88.28	162.19	446.06	433.16	264.97	88.22	20.13	97.52	86.86
SL1344_1861	10.65	11.09	13.36	24.69	9.85	6.02	32.94	25.49	70.44	189.70	94.69	22.08	30.65	36.72	103.49	54.56	78.21
SL1344_1862	5.20	2.38	11.84	25.36	25.13	2.96	56.33	6.27	3.20	4.61	31.25	36.95	14.61	25.56	17.91	76.43	58.66
SL1344_1863	4.72	1.70	17.74	33.84	47.84	1.60	129.58	5.86	3.81	3.53	41.40	45.35	17.05	31.18	33.69	99.22	91.64
SL1344_1864	6.11	1.75	4.34	8.72	9.19	1.70	8.79	4.99	3.89	25.08	13.70	5.24	3.65	4.07	7.09	7.41	10.90
