Colgan_2016_barA_sirA_dn	SL1344_ncRNA_9
Colgan_2016_barA_sirA_dn	SL1344_ncRNA_79
Colgan_2016_barA_sirA_dn	SL1344_ncRNA_92
Colgan_2016_barA_sirA_dn	SL1344_ncRNA_189
Colgan_2016_barA_sirA_dn	SL1344_ncRNA_191
Colgan_2016_barA_sirA_dn	SL1344_ncRNA_254
Colgan_2016_barA_sirA_dn	SL1344_0300
Colgan_2016_barA_sirA_dn	SL1344_0459
Colgan_2016_barA_sirA_dn	SL1344_0776
Colgan_2016_barA_sirA_dn	SL1344_1027
Colgan_2016_barA_sirA_dn	SL1344_1029
Colgan_2016_barA_sirA_dn	SL1344_1030
Colgan_2016_barA_sirA_dn	SL1344_1177
Colgan_2016_barA_sirA_dn	SL1344_1181
Colgan_2016_barA_sirA_dn	SL1344_1184
Colgan_2016_barA_sirA_dn	SL1344_1204
Colgan_2016_barA_sirA_dn	SL1344_1263
Colgan_2016_barA_sirA_dn	SL1344_1264
Colgan_2016_barA_sirA_dn	SL1344_1265
Colgan_2016_barA_sirA_dn	SL1344_1325
Colgan_2016_barA_sirA_dn	SL1344_1326
Colgan_2016_barA_sirA_dn	SL1344_1330
Colgan_2016_barA_sirA_dn	SL1344_1332
Colgan_2016_barA_sirA_dn	SL1344_1333
Colgan_2016_barA_sirA_dn	SL1344_1334
Colgan_2016_barA_sirA_dn	SL1344_1340
Colgan_2016_barA_sirA_dn	SL1344_1341
Colgan_2016_barA_sirA_dn	SL1344_1342
Colgan_2016_barA_sirA_dn	SL1344_1343
Colgan_2016_barA_sirA_dn	SL1344_1530A
Colgan_2016_barA_sirA_dn	SL1344_1531
Colgan_2016_barA_sirA_dn	SL1344_1559
Colgan_2016_barA_sirA_dn	SL1344_1660
Colgan_2016_barA_sirA_dn	SL1344_1770
Colgan_2016_barA_sirA_dn	SL1344_1783
Colgan_2016_barA_sirA_dn	SL1344_1784
Colgan_2016_barA_sirA_dn	SL1344_1797
Colgan_2016_barA_sirA_dn	SL1344_1799
Colgan_2016_barA_sirA_dn	SL1344_1876
Colgan_2016_barA_sirA_dn	SL1344_1896
Colgan_2016_barA_sirA_dn	SL1344_2043
Colgan_2016_barA_sirA_dn	SL1344_2225
Colgan_2016_barA_sirA_dn	SL1344_2227
Colgan_2016_barA_sirA_dn	SL1344_2228
Colgan_2016_barA_sirA_dn	SL1344_2229
Colgan_2016_barA_sirA_dn	SL1344_2230
Colgan_2016_barA_sirA_dn	SL1344_2547
Colgan_2016_barA_sirA_dn	SL1344_2577
Colgan_2016_barA_sirA_dn	SL1344_2756
Colgan_2016_barA_sirA_dn	SL1344_2764
Colgan_2016_barA_sirA_dn	SL1344_2765
Colgan_2016_barA_sirA_dn	SL1344_2845
Colgan_2016_barA_sirA_dn	SL1344_2846
Colgan_2016_barA_sirA_dn	SL1344_2847
Colgan_2016_barA_sirA_dn	SL1344_2848
Colgan_2016_barA_sirA_dn	SL1344_2849
Colgan_2016_barA_sirA_dn	SL1344_2850
Colgan_2016_barA_sirA_dn	SL1344_2851
Colgan_2016_barA_sirA_dn	SL1344_2852
Colgan_2016_barA_sirA_dn	SL1344_2853
Colgan_2016_barA_sirA_dn	SL1344_2854
Colgan_2016_barA_sirA_dn	SL1344_2855
Colgan_2016_barA_sirA_dn	SL1344_2856
Colgan_2016_barA_sirA_dn	SL1344_2857
Colgan_2016_barA_sirA_dn	SL1344_2858
Colgan_2016_barA_sirA_dn	SL1344_2859
Colgan_2016_barA_sirA_dn	SL1344_2860
Colgan_2016_barA_sirA_dn	SL1344_2861
Colgan_2016_barA_sirA_dn	SL1344_2862
Colgan_2016_barA_sirA_dn	SL1344_2863
Colgan_2016_barA_sirA_dn	SL1344_2864
Colgan_2016_barA_sirA_dn	SL1344_2865
Colgan_2016_barA_sirA_dn	SL1344_2866
Colgan_2016_barA_sirA_dn	SL1344_2867
Colgan_2016_barA_sirA_dn	SL1344_2868
Colgan_2016_barA_sirA_dn	SL1344_2869
Colgan_2016_barA_sirA_dn	SL1344_2870
Colgan_2016_barA_sirA_dn	SL1344_2871
Colgan_2016_barA_sirA_dn	SL1344_2872
Colgan_2016_barA_sirA_dn	SL1344_2873
Colgan_2016_barA_sirA_dn	SL1344_2874
Colgan_2016_barA_sirA_dn	SL1344_2875
Colgan_2016_barA_sirA_dn	SL1344_2876
Colgan_2016_barA_sirA_dn	SL1344_2877
Colgan_2016_barA_sirA_dn	SL1344_2878
Colgan_2016_barA_sirA_dn	SL1344_2879
Colgan_2016_barA_sirA_dn	SL1344_2924
Colgan_2016_barA_sirA_dn	SL1344_3106
Colgan_2016_barA_sirA_dn	SL1344_3107
Colgan_2016_barA_sirA_dn	SL1344_3112
Colgan_2016_barA_sirA_dn	SL1344_4193
Colgan_2016_barA_sirA_dn	SL1344_4194
Colgan_2016_barA_sirA_dn	SL1344_4195
Colgan_2016_barA_sirA_dn	SL1344_4196
Colgan_2016_barA_sirA_dn	SL1344_4197
Colgan_2016_barA_sirA_dn	SL1344_4198
Colgan_2016_barA_sirA_dn	SL1344_4247
Colgan_2016_barA_sirA_dn	SL1344_4248
Colgan_2016_barA_sirA_dn	SL1344_4249
Colgan_2016_barA_sirA_dn	SL1344_4250
Colgan_2016_barA_sirA_dn	SL1344_4251
Colgan_2016_dam_dn	SL1344_ncRNA_1
